"username","orig_sentence","cleaned_sentence","category","sub-category"
"tweets_moe_nadeem","where are @IlhanMN @RashidaTlaib @JustinTrudeau @theJagmeetSingh @POTUS @VP @SpeakerPelosi @ImranKhanPTI @RanaAyyub @iamsrk @BeingSalmanKhan who are otherwise champions of #Islamophobia &amp","otherwise champion amp",,
"tweets_Riantares1","@tehseenp Everyone of them (including u if u follow) represents Islam &amp","everyone include u u follow represent islam amp",,
"tweets_yasminpasha","So happy that #NewJersey &amp","happy amp",,
"tweets_truthman02","@Jerusalem_Post Fear of Islam is not Islamophobia.. it is a common sense . Save the beautiful &amp","fear islam not islamophobia common sense save beautiful amp",,
"tweets_Nov_Pan","@Starboy2079 @CIA @BBCWorld @10DowningStreet This is how tool of #Islamophobia is used by j!hadis exploiting weaknesses of Democracy &amp","tool use jhadis exploit weakness democracy amp",,
"tweets_Nov_Pan","@KhaledBeydoun Yeah any proof of #Islamophobia &amp","yeah proof amp",,
"tweets_jraminsaab","@SayeedaWarsi BBC have taken Pakistan's humanitarian crisis off its news after a few days. It's reporting was inaccurate &amp","bbc take pakistan humanitarian crisis news day report inaccurate amp",,
"tweets_DrAyshaRaza","Fantastic chats with #YoungPeople about concerns around #ExamResults #HigherEducation &amp","fantastic chat concern around amp",,
"tweets_xanzadash","@trtworld And as expected India topping once again whenever it comes to #Islamophobia &amp","expect india top whenever come amp",,
"tweets_SabrinaAlqamar","#HassenChalgoumi @Imam1chalghoumi de quel danger parles-tu bouffon du roi? Ah mais oui.. le danger que des hommes comme #TariqRamadan ou #HassanIquioussen éveillent trop les consciences des #musulmans (&amp","de quel danger parlestu bouffon du roi ah mais oui le danger que de hommes comme ou veillent trop les conscience de amp",,
"tweets_ArkaRay19","@ExmuslimsOrg @TarekFatah @NPR @TuckerCarlson @TulsiGabbard @maddow @cenkuygur @CNN Why can’t rational people including law enforcement do exactly to this #Islamist man in video what he is asking #muslim ppl to do to #SalmanRushdie? If Ilhan Omar &amp","cant rational people include law enforcement exactly man video ask ppl ilhan omar amp",,
"tweets_ibrahimferozi8","sick minded #Islamophobia dreaming to convert democratic country to #HinduRashtra.  law &amp","sick mind dream convert democratic country law amp",,
"tweets_Krish_Shanti","@Himadri96196712 @total_woke_ Large scale ridicule of #Islam in #India &amp","large scale ridicule amp",,
"tweets_LisaJWilbur","@FLOTUS #JoeBidenSpeech is stupid given #Whitmergate #DueDiligence efforts since 5.10-11.2020 ID #GretchenWhitmer is niece of an #Islamophobia #Pakistan hating #Racist #SMCounty judge Protected by #Democrats &amp","stupid give effort since 510112020 id niece hat judge protect amp",,
"tweets_LisaJWilbur","@DarrenJBeattie Was he was sent there to give cover to #GretchenWhitmer per her #Racist #Islamophobia aunt #GOP judge as he kissed up to Arabs early on(see YT video)? I also begged SF #FBI &amp","sent give cover per aunt judge kiss arabs early onsee yt video also beg sf amp",,
"tweets_Sayan41019368","@OmerGhazi2 This is Because of #Islamophobia &amp","amp",,
"tweets_sioiatraveler","@ekowboy2 Smashed n Destroyed this #Buzzer culprit -&gt","smash n destroy culprit gt",,
"tweets_DoctorMoonfish","@juliaioffe Too many butt jokes crowd out @RealTimers’ casual #Islamophobia &amp","many butt joke crowd casual amp",,
"tweets_JaiEren33","Tomorrow #Islamophobia in india &amp","tomorrow india amp",,
"tweets_Maheshpune1975","@Poornima792 @BDUTT @themojostory @zakiasomanbmma @SubhashiniAli Barkha did not have debate show on #ankitamudercase but just posted some tweets. If the victim was a muslim &amp","barkha not debate show post tweet victim muslim amp",,
"tweets_the_thackeray","Knock Knock! Do you wanna see this?.. Yes you","knock knock wan na see yes",,
"tweets_MansoorKhanMoh5","@pradip103 @Mufti_Yasir @JamiatUlama_in @ArshadMadani007 @Ulemaspaces Ali Janab’s Pls Check this video &amp","ali janabs pls check video amp",,
"tweets_FinalPoint8","It is time for our politicians to now stand up to #Islam &amp","time politician stand amp",,
"tweets_sunilmotwani89","While @un will Call it #Islamophobia to say anything Which Make People Aware to Insure there Safety from Some Uncertain targeted killing Based on there Different Religious Belief or Based on the Murderer Mentality that for him another is Just a Kafir &amp","call say anything make people aware insure safety uncertain target kill base different religious belief base murderer mentality another kafir amp",,
"tweets_MirzaJoveriaBeg","@Radha28874 @ShaikTgfwda @Swiggy @TGPWU @iNetDemocracy @internetfreedom @IndiaWpc @napmindia @IAATW_Org @FITEMaharashtra @ITforChange That's called racism/casteism which people all over the world are fighting against &amp","thats call racismcasteism people world fight amp",,
"tweets_Leylaaarr","Luna woke up and chose violence &amp","luna wake chose violence amp",,
"tweets_Vinayakapran","@AmyMek Muslims &amp","muslim amp",,
"tweets_Asif_Ukhan","@hebh_jamal The #racism and #Islamophobia rising in #Europe and especially in #France &amp","rise especially amp",,
"tweets_FKutahyali","#muazzezilmiyeçığ &amp","amp",,
"tweets_BharatPrem4","Pakistani islamsit have created a fake propoganda to use it as an excuse to spread terror just they did to young white vulnerable girls amd no police or politicians did anything 4 fear of fake #Islamophobia &amp","pakistani islamsit create fake propoganda use excuse spread terror young white vulnerable girl amd police politician anything 4 fear fake amp",,
"tweets_MuslimahRev","@solma_ahmed @talkSPORT They endorse racism &amp","endorse racism amp",,
"tweets_MuslimahRev","@CllrStubbsNUL @JewishLabour @UKLabour Why are you not talking about the rampant #Islamophobia &amp","not talk rampant amp",,
"tweets_centurynews1","@SpeakerPelosi You support spread agenda of Armenian #diaspora of #hate #racism #xenophobia #turkophobia #Islamophobia in #USA. You are not preventing this #hate #Islamophobia but spreading &amp","support spread agenda armenian not prevent spread amp",,
"tweets_centurynews1","@Doranimated I have been writing about winning #Turkic world for years. However #USA #politicians kept supporting Armenian diaspora agenda #hate #racism #Islamophobia against Turks. Enough is enough. Checkmate from #Russia &amp","write win world year however keep support armenian diaspora agenda turks enough enough checkmate amp",,
"tweets_centurynews1","@Doranimated Absolutely correct! #USA lost 300 mln of 7 countries of #TURAN with energy resources to China &amp","absolutely correct lose 300 mln 7 country energy resource china amp",,
"tweets_HateKhalistanis","2 k!lled since Boy is Hindu &amp","2 klled since boy hindu amp",,
"tweets_OzhanKavian1368","The hard left/woke people are still standing firm on their BS agenda to tell the world #Islamophobia is a kind of racism. I would like to know what they have to say about the assassination attempt on @SalmanRushdie today in NYC? #Islam is a violent religion &amp","hard leftwoke people still stand firm b agenda tell world kind racism would like know say assassination attempt today nyc violent religion amp",,
"tweets_Jennife49898264","@cbcnewsbc #educate the educators that's right start with our leader @JustinTrudeau who spewed hate against vaccinated &amp","educator thats right start leader spew hate vaccinate amp",,
"tweets_CelinaMfuko","@parthaskar 👆🏽Me seeing your Tweet…. 😳. The email full of #TonePolicing. More Maturity way to deal with Racism 🤔😏. Also ‘Our Own’ clearly indicates #Anti-Blackness &amp","see tweet email full maturity way deal racism also clearly indicate amp",,
"tweets_Insane218","#Islamophobia ?? Think again &amp","think amp",,
"tweets_puneet_se","@KreatelyMedia Both movies are strong and will definitely create strong buzz at Oscar but we should go with The Kashmir Files as max NYT &amp","movie strong definitely create strong buzz oscar go kashmir file max nyt amp",,
"tweets_DrFariyaBukhari","Why is #Islam touching the hearts &amp","touch heart amp",,
"tweets_DrFariyaBukhari","@iheartracism They do matter because I am as much of a human as any of you are. My hijab &amp","matter much human hijab amp",,
"tweets_DrFariyaBukhari","Who will write more blasphemous books against Prophet Muhammad (PBUH)? Everyone crying over #SalmanRushdi is wondering? Who will be their next armor against Islam? What a loss for those who have dedicated their lives to spread &amp","write blasphemous book prophet muhammad pbuh everyone cry wonder next armor islam loss dedicate life spread amp",,
"tweets_DrFariyaBukhari","#Islamophobia cult almost lost its weapon #SalmanRusdhie &amp","cult almost lose weapon amp",,
"tweets_abdulbasitkhan_","Highly derogatory remarks by @TigerRajaSingh against #ProphetMuhammad gravely hurt feelings of billions #Muslims around world. Disciplinary action taken by @BJP4India against #RajaSingh can't assuage pain &amp","highly derogatory remark gravely hurt feeling billion around world disciplinary action take cant assuage pain amp",,
"tweets_Backster1947","Hurting someone’s feelings like Salman Rushdie will give you protection but texting in your own mother language is unacceptable &amp","hurt someone feeling like salman rushdie give protection texting mother language unacceptable amp",,
"tweets_BilalAlHabashi","#Islamophobia in #Ethiopia is institutionalised for centuries. It has common characteristics like the global Islamophobia industry but it has its own unique manifestations. #Ethiopian #Muslims have a long &amp","institutionalised century common characteristic like global islamophobia industry unique manifestation long amp",,
"tweets_youdebunked","@zahid_talks #Islamophobia monger have become united to malign #Islam for their #Sociopolitical &amp","monger become united malign amp",,
"tweets_youdebunked","@matthew_petti #Islamophobia is an industry that is quick to provide #Money &amp","industry quick provide amp",,
"tweets_ruthsinhal","How will @UKLabour respond to the unforgivable findings of the #FordeReport regarding the failures to respond appropriately to #racism &amp","respond unforgivable finding regard failure respond appropriately amp",,
"tweets_AcrossHerTable","Evidence that #hate #racism and #Islamophobia are very much insidious in our communitie: So proud of the team at @CMW_KW2010 for publishing this report based on the first yr of their hate reporting &amp","evidence much insidious communitie proud team publish report base first yr hate reporting amp",,
"tweets_KaushikDesai16","@Arzookazmi30 I agree 100% with you Arzoo ji. The problem with Atheists and people supporting #AamirKhan is if somebody makes similar comment on thread tying or “chader” covering on Majar or maqbara of Pir","agree 100 arzoo ji problem atheists people support somebody make similar comment thread tie chader cover majar maqbara pir",,
"tweets_WaqasAsdi","The Man who convinced the whole world that blasphemy of Holy Prophet on the base of freedom cause heart &amp","man convince whole world blasphemy holy prophet base freedom cause heart amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_ModernWorldCen","#ClashOfClans #Islamophobia Fact &amp","fact amp",,
"tweets_Obscure_Rebel","@margarethodge @GeorgeRitchi Lest we forget: On .@Standup4Labour https://t.co/tgTnFPSYua. Ex #ANC MP .@andrewfeinstein reveals how your family’s South African iron &amp","l forget ex mp reveals familys south african iron amp",,
"tweets_Dr_Maha_Hilal","It's been a great 6 months working with so many awesome people and building out the work to dismantle and abolish institutionalized #Islamophobia including my dear friends @krisgarritee &amp","great 6 month work many awesome people build work dismantle abolish institutionalize include dear friend amp",,
"tweets_GoldDusters","@RanaAyyub few b•headings &amp","bheadings amp",,
"tweets_haqsmusings","@WaqarEY It’s not about “power games”","not power game",,
"tweets_haqsmusings","@AudreyTruschke #Nehru's #secularism was an aberration","aberration",,
"tweets_haqsmusings","@RanaAyyub #Nehru’s #secularism was an aberration","aberration",,
"tweets_haqsmusings","#PakistanAt75: #Nehru's #Secularism Was An Aberration","aberration",,
"tweets_haqsmusings","#IndiaAt75: #Nehru's #Secularism Was An Aberration","aberration",,
"tweets_haqsmusings","#Nehru's #Secularism Was An Aberration","aberration",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_gWoodi","#islamophobia Empowering encyclopedia site: Hindus kept captive in Islamic #Bangladesh for conversion #ransom &amp","empower encyclopedia site hindu keep captive islamic conversion amp",,
"tweets_DrAyshaRaza","@khayerc It’s called #Racism &amp","call amp",,
"tweets_HamjaAhsan","Does Angela Dorn care about #Islamophobia equally as she does Anti-Semitism? I asked #documenta15 to adopt Jerusalem Declaration against Anti-Semitism and Runnymeade Trust guidelines on anti-Muslim racism &amp","angela dorn care equally antisemitism ask adopt jerusalem declaration antisemitism runnymeade trust guideline antimuslim racism amp",,
"tweets_HamjaAhsan","My BIG NEW Interview on #Documenta Racism Crisis &amp","big new interview racism crisis amp",,
"tweets_payalbhayana","West Bengal &amp","west bengal amp",,
"tweets_fsherjan","Maryam Nawaz has been inciting violence against @ImranKhanPTI. Using allegations of blasphemy without foundation against Khan who has relentlessly campaigned against #Islamophobia &amp","maryam nawaz incite violence use allegation blasphemy without foundation khan relentlessly campaign amp",,
"tweets_citizenNA","&gt","gt",,
"tweets_MzMaryKhalaf","@marinasmigielsk has decided to attack the Islamic Faith brothers &amp","decide attack islamic faith brother amp",,
"tweets_anilaali","#MuslimBrotherhood &amp","amp",,
"tweets_DrFariyaBukhari","Muslims are not going to glorify #SalmanRusdhie &amp","muslim not go glorify amp",,
"tweets_aziz0fficial1","#Luton Islamic Centre demands the UK government to proscribe the #Hindutva RSS as a terrorist organisation.

#India #Islamophobia #Leicester https://t.co/Ht0TeMmi51","islamic centre demand uk government proscribe r terrorist organisation","negative","hate"
"tweets_WaseemB5","A thread 1/5) Everything she mentioned is allowed in Pakistan where does she live A cave ? and why would Muslims participate  in the festivals of other religions that literally celebrate their ""gods"" ? Smh these feminists are such a 🤡
#feminismiscancer #auratmarch #Islamophobia https://t.co/RoIo6uBo3T","thread 15 everything mention allow pakistan live cave would muslims participate festival religion literally celebrate god smh feminist","negative","hate"
"tweets_Raftaarimmu2","That not Pakistan zindabad that's popular front zindabad u r media not a bjp worker do ur work perfect for people not for bjp 
#alt_news #media_hatred #islamophobia https://t.co/0tx28FtJ0o","not pakistan zindabad thats popular front zindabad u r medium not bjp worker ur work perfect people not bjp","negative","hate"
"tweets_Mohamed21553504","""This attack on #PFI is the continuation form of #Islamophobia""

This attack is the start to end many other muslim organisations who is questioning Govt.
@PFIOfficial

#SaveTheRepublic #PFIRaids #PFICrackdown #PFI #PFIJhukegaNai #NIA #ED
#IStandWithPFI https://t.co/2NNX81DVJB#PFI","attack continuation form attack start end many muslim organisation question govt","negative","criticism"
"tweets_DeepakS20886577","Terrorists' videos were buried to put all the blame on Hindutva, and protect these terrorists. #Islam #islamophobia #HindusUnderAttackInUK #liecester https://t.co/60ceOfnKrZ","terrorist videos bury put blame hindutva protect terrorist","negative","hate"
"tweets_the_ansar_","Libtards- Hijab is not our culture. 

Le me- LGBTQ is also not our culture. 
#Hijab #DoubleStandard #Islamophobia","libtards hijab not culture le lgbtq also not culture","negative","hate"
"tweets__The_Dark_ones_","#Islamophobia isn't a real thing
Fear of islam is extremely rational and crucial
burning #hijab is a must
#مهسا_امینی","isnt real thing fear islam extremely rational crucial burning must","negative","hate"
"tweets_RAKESHK18490501","@Shahbaz_arshid @vikrantgupta73 Ab eske upar ko tere religions ko aake gali dete to tum log usko #Islamophobia karar doge","ab eske upar ko tere religion ko aake gali dete tum log usko karar doge","negative","hate"
"tweets_kazimtweets","#Italy now to see a rapid surge in #Islamophobia and other hate crimes. Earlier #GiorgiaMeloni was a political ""fringe"" who has now become mainstream, something not strange to we #Indians. All the very best to the Italians. https://t.co/qg7WR8OV25","see rapid surge hate crime earlier political fringe become mainstream something not strange best italian","negative","hate"
"tweets_Aaman01453","This propaganda film is going to release,which is fully filled with muslim hatard and islamophobic content,thus boycott this film. 
#islamophobia #antimuslim #boycotthindutvanovie #boycott #indianmuslim #indianmuslimunderattack https://t.co/mfSQELNBUz","propaganda film go releasewhich fully fill muslim hatard islamophobic contentthus boycott film","negative","hate"
"tweets_A_Auto_Engineer","Islamophobic thugs attack &amp; mob a bystander throwing bottles and objects for saying...
 ""Oh my God"".

They then attack police and try to destroy the Van. 

This kind of violent behaviour is certainly premeditated and organised. 

#fake
#protests 
#islamophobie 
#Islamophobia https://t.co/VeiABOEepJ","islamophobic thug attack mob bystander throw bottle object say oh god attack police try destroy van kind violent behaviour certainly premeditate organised","negative","hate"
"tweets_LoveIntegrity9","Huge amount of Islamophobia at Stella Creasy's bash a Muslim fest.  

All the videos on that thread show how toxic zionists are. 

#Islamophobia https://t.co/Sa4wnCFC1E","huge amount islamophobia stella creasys bash muslim fest video thread show toxic zionist","negative","hate"
"tweets_Saghi28546823","The fact that the Muslims of other countries are cursing us and calling us ""Islamophobes"" is because the Islamic Republic has thems Suger dady. And if I.R.I be Down they has money for go to trip #Islamophobia #MahsaAmini #مهسا_امینی","fact muslims country curse u call u islamophobes islamic republic thems suger dady iri money go trip","negative","hate"
"tweets_RUCSRR","Listen | ""Soft #Jihad Assignment"" featuring @PascaleHarter #islam #islamophobia #xenophobia Rutgers-Newark Msa CAIR Omar Suleiman Muslim Advocates https://t.co/N9XGUW1bhQ","listen soft assignment feature rutgersnewark msa cair omar suleiman muslim advocate","negative","hate"
"tweets_SMHoosayn","Lies being peddled by #IndianMedia &amp; personalities affiliated with RSS/BJP against #MuslimOrg @PFIOfficial which has been a victim of #WitchHunt by the #BJPGovt in #India

#HindutvaTrailer
#Islamophobia 
#NeoNazi_RSS
#HinduRashtra

@UNHumanRights @OIC_OCI @Europarl_EN @trtworld https://t.co/G8gdH2aVRN","lie peddle personality affiliate rssbjp victim","negative","hate"
"tweets_ak_uk_83","@HSS_UK promoting division, and hate against Muslims?

#RSS #Hindutva #Islamophobia https://t.co/VNOEp3bzT4","promote division hate muslim","negative","hate"
"tweets_johnnyjboylan08","@stellacreasy #IstandwithAlJazeera

Not taking any legal action against them? Hmmmm.

The cost of losing a civil case looms.

Stella and her partner have been called out for #Islamophobia.","not take legal action hmmmm cost lose civil case loom stella partner call","negative","criticism"
"tweets_HuseyinAliKosti","Hindutva: Global Fascist Ideology https://t.co/EwSD42bvpb

#hindutva #leicester #india #Islamophobia","hindutva global fascist ideology","negative","hate"
"tweets_party_allah","@JournalismPopal infact his aim is to create #islamophobia in #europe so that europeans and muslims knock each other out! 
https://t.co/5rQVbHuXRn","infact aim create european muslims knock","negative","hate"
"tweets_rocky_indian7","Meanwhile Islamic Jihaadi @KhaledBeydoun - Muslims can my even urinate .., this is #Islamophobia https://t.co/zgjeP0B7we","meanwhile islamic jihaadi muslim even urinate","negative","hate"
"tweets_GutsyVoice","#Luton Islamic Centre demands the UK government to proscribe the #Hindutva RSS as a terrorist organisation.

#India #Islamophobia #Leicester https://t.co/XtjWgZPV0I","islamic centre demand uk government proscribe r terrorist organisation","negative","hate"
"tweets_LisaJWilbur","@PTIOfficialUSA It maybe all about #Whitmergate as evident recently with #JoeBiden holding hands with #GretchenWhitmer in #Detriot 
ID by 5.10-11.2020 she is niece of an #Islamophobia #Apartheid #Pakistan hating #SMCounty judge Protected by Everyone since","maybe evident recently hold hand id 510112020 niece hat judge protect everyone since","negative","criticism"
"tweets_NikolaTeslaInc","@MJ_007Club @hardikpkamdar This needs to be aggressively pursued, to bring people from Pakistan. Raping non Muslims is considered Jihad. Even under age girls under 10. Today's Pakistan is created by America and it is time to let Pakistan free.
#FreePakist","need aggressively pursue bring people pakistan rap non muslim consider jihad even age girl 10 today pakistan create america time let pakistan free","negative","criticism"
"tweets_tankiethetank","@stellacreasy @Keir_Starmer what do you have to say?

Bunch of bloody hypocrites. 

@MayorofLondon your colleagues are vile.

#LabourFiles #Antisemitism #Islamophobia https://t.co/NqiAxSseTx","say bunch bloody hypocrites colleague vile","negative","hate"
"tweets_bhole_chaturey","@leicspolice Pls name the person you arrested or at least mention his last name so the world knows who are the culprits and always have been the same . Cowards attack and then hide behind the term they and leftist invented #Islamophobia","pls name person arrest least mention last name world know culprit always cowards attack hide behind term leftist invent","negative","criticism"
"tweets_Amir_Sherwani","Those going gaga over Shiv sena evolution theory shd know that after fact checking it was confirmed that Muslim were chanting slogan for PFI, it was deliberately manipulated and communalised by @ANI to promote hatred, and to build public consensus against PFI . 
#Islamophobia https://t.co/Wx8lo5j5FR","go gaga shiv sena evolution theory shd know fact check confirm muslim chanting slogan pfi deliberately manipulate communalised promote hatred build public consensus pfi","negative","hate"
"tweets_Ashiqe5TanPakk","First America ( filthy USA ) intervened in Pakistan and IK had to leave the office and now their intervention in Iran, it's appalling to see the muslims sleepin while even shitty AndhBhakts are choosing sides ! 
#islamophobia
#IranProtest
#Iran https://t.co/yu5QfzwT92","first america filthy usa intervene pakistan ik leave office intervention iran appal see muslim sleepin even shitty andhbhakts choose side","negative","hate"
"tweets_Naeem90000","@desi_diva1 @Majstar7 Hey Desi diva this is how you spell “controversial “
 “ influential “
#MuhammadForAll #Islamophobia https://t.co/TLoMBuMBeV","hey desi diva spell controversial influential","negative","criticism"
"tweets_azemjan2","India: Pictures of two Muslim cattle traffickers shot by police encounter in Fatehpur district of Uttar Pradesh. #Islamophobia 
only killing of innocent muslims , why muslims are silent , this trend will reach to every one https://t.co/a3alksHKge","india picture two muslim cattle trafficker shot police encounter fatehpur district uttar pradesh kill innocent muslim muslims silent trend reach every","negative","hate"
"tweets_X0SR0W","@HistoryInPics If you live under a islamic regime ( and not watching it from you western comfort), you know that #Islamophobia is as strange of a word as as #fascismophobia","live islamic regime not watch western comfort know strange word","negative","hate"
"tweets_AdnanHussainuk","#Clear smear campaign to blame #UKMuslims for this attack. #islamophobia playing a large part of this. How can one be so blind sided by blame the #Muslims for this attack? There is clear evidence that the #RSS is a concern and should be brought to #Justice. Playing the narrative","smear campaign blame attack play large part blind side blame attack clear evidence concern bring play narrative","negative","hate"
"tweets_MuslimDiasporas","“Ex lord mayor says ' #Leicester violence fuelled by Hindutva, influence’”- #HinduSupremacy #RSS #Fascism #Islamophobia https://t.co/9CmWxlcp8V","ex lord mayor say violence fuel hindutva influence","negative","hate"
"tweets_BHPanimalwatch","@cynstar999 @philnurenberg If the Satanic Verses had been based on the Jewish Midrash instead of the Muslim Quran you would have condemned Rushdie as an #Antisemite. Why justify an advocate of #Islamophobia?","satanic verse base jewish midrash instead muslim quran would condemn rushdie justify advocate","negative","hate"
"tweets_yours__ksa","@JoramvKlaveren is Gem, deserves more attention from the internet and Muslims around the world.
But, just because he is mild mannered and doesn't talk nonsense, dumb muslims listen to stupids like Andrew Tate.
#Islam #Islamophobia https://t.co/JMc4CJy5x1","gem deserve attention internet muslim around world mild mannered doesnt talk nonsense dumb muslim listen stupid like andrew tate","negative","hate"
"tweets_AfAysh","To the #UkraineRussiaWar sympathisers .... this is #kashmir ,where human beings are being butchered, raped and lynched for more than 7 decades under illegal occupation by #India ... dare to raise voice for them because #kashmirilivesmatter !!
#GenocideOfUkrainians 
#Islamophobia https://t.co/giNorpEMqI","sympathiser human butcher rap lynched 7 decade illegal occupation dare raise voice","negative","hate"
"tweets_GiaMari85","In the #Sindh province of #Pakistan, a minor Hindu girl was kidnapped. Will @BBhuttoZardari still claim that #Islamophobia is on the rise around the globe notwithstanding the horrible state of non-Muslims' lives in Pakistan?

@CChristineFair  @jihadwatchRS  @VeengasJ","province minor hindu girl kidnap still claim rise around globe notwithstanding horrible state nonmuslims live pakistan","negative","criticism"
