Unnamed: 0,user_id,username,id,date,Tweet,lang,replyCount,followersCount,preprocessed_text,category,sub-category,comments
876,1.40E+18,sakshigulati123,1.57E+18,2022-09-10 07:55:45+00:00,"#KanganaRanaut  furious at the team of '#Brahmastra ', said Pappu like #AyanMukerji  has not seen yet. who wasted ""Cost"" 600 crores. ""Hindu Gods""
#AliaBhatt #Janaspandana 
#BoycottBrahamstra #KapilExposesKejriwal https://t.co/lnh26tr0ET",en,0,139,furious at the team of said pappu like ha not seen yet who wasted cost 600 crore hindu god URL ,negative,criticism,
877,1.48E+18,Rajen_Bansal,1.57E+18,2022-09-10 07:54:57+00:00,"This pic shows a completely shameless Kejriwal and other AAP members laughing and ridiculing the proposal to grant tax-free status to The Kashmir Files' in Delhi. He also termed the film which featured the Hindu genocide in Kashmir, as 'fake'. SHAMELESS!!!

#KapilExposesKejriwal https://t.co/1XvZLZkhoE",en,2,93,this pic show completely shameless kejriwal and other aap member laughing and ridiculing the proposal to grant tax free status to the kashmir file in delhi he also termed the film which featured the hindu genocide in kashmir a fake shameless URL ,negative,criticism,
879,3258563167,shubh_ind,1.57E+18,2022-09-10 07:54:47+00:00,"Do watch and share Kapil Mishra's expos??. BIG REVELATION.

I hope police investigates this.

#KapilExposesKejriwal https://t.co/Jk8IubEwKm",en,13,11368,do watch and share kapil mishra expo big revelation hope police investigates this URL ,negative,,doubt
885,1.36E+18,FalanaDikhana,1.57E+18,2022-09-10 07:52:58+00:00,"A chameleon from Delhi is roaming on the land of the lions of Gir.????
#KapilExposesKejriwal
#TejRan 
#Janaspandana
#�?��??�??�?�?_�??�??�??_�?�??�??�??����?��??�??
#BJPBrashtotsava https://t.co/MmEcMDPoNE",en,0,237,chameleon from delhi is roaming on the land of the lion of gir URL ,negative,,doubt
886,9.31E+17,HSPBJPOFFICIAL,1.57E+18,2022-09-10 07:52:46+00:00,"Gujarat model means country's most beautiful river front and Delhi model means country's most polluted river.......
#KapilExposesKejriwal",en,0,139,gujarat model mean country most beautiful river front and delhi model mean country most polluted river ,negative,criticism,
889,9.31E+17,HSPBJPOFFICIAL,1.57E+18,2022-09-10 07:51:37+00:00,"Kejriwal government is not doing anything for the development of Delhi. So we should not tolerate this behaviour like this doing by Delhi government .
#KapilExposesKejriwal",en,0,139,kejriwal government is not doing anything for the development of delhi so we should not tolerate this behaviour like this doing by delhi government ,negative,criticism,
897,323561709,RajeshParikh11,1.57E+18,2022-09-10 07:50:22+00:00,"#KapilExposesKejriwal
Delhi model founded with betrayal of Anna is the biggest edifice of Momin Appeasement.
All parties other than BJP have no delegated option to appeasement, where AAP tops the chart https://t.co/NtilTGBgfE",en,0,2566,delhi model founded with betrayal of anna is the biggest edifice of momin appeasement all party other than bjp have no delegated option to appeasement where aap top the chart URL ,negative,criticism,
904,8.91E+17,Ajayencounters,1.57E+18,2022-09-10 07:49:04+00:00,Politics is leading to endless tragedy ??��#KapilExposesKejriwal,en,0,2772,politics is leading to endless tragedy ,negative,criticism,
905,9.31E+17,HSPBJPOFFICIAL,1.57E+18,2022-09-10 07:48:30+00:00,"Look how FRAUD Kejriwal is making a fool of public by pretending to be ""Aam Aadmi"" but Actually he is Khaas VIP Aadmi 

#KapilExposesKejriwal",en,0,139,look how fraud kejriwal is making fool of public by pretending to be aam aadmi but actually he is khaas vip aadmi ,negative,criticism,
908,1.41E+18,HarveyS95682467,1.57E+18,2022-09-10 07:48:18+00:00,KEJRIWAL EXPOSED.... Every true indian and true Hindu should share this Maximum... Let's save our country from vermins who are destroying it #KapilExposesKejriwal ... #Gujarat https://t.co/Glk8OJ2Lkf,en,0,52,kejriwal exposed every true indian and true hindu should share this maximum let save our country from vermin who are destroying it URL ,negative,criticism,
910,9.31E+17,HSPBJPOFFICIAL,1.57E+18,2022-09-10 07:48:05+00:00,"Rebdiwal is the new Covid Threat for Delhi ???�???�
#KapilExposesKejriwal",en,0,139,rebdiwal is the new covid threat for delhi ,negative,criticism,
913,1.32E+18,Aone_APC,1.57E+18,2022-09-10 07:47:34+00:00,@ChudasmaAnshu @kirangujju7 @KapilMishra_IND @TheYadavPrince @iSinghApurva @beingarun28 @CRPaatil @narendramodi @sanghaviharsh @Bambalal_BJP @ROMESHSHAH2 @Sunil_Deodhar @HarishKhuranna Kapil Mishra left AAP when Kejriwal was caught doing financial fraud i,en,1,766,kapil mishra left aap when kejriwal wa caught doing financial fraud in aap since then bhai is continuously exposing him and his lie ,negative,criticism,
916,8.01E+17,SirAdityaSwarup,1.57E+18,2022-09-10 07:47:03+00:00,"It's not easy do Act like poor common man... 
#KapilExposesKejriwal https://t.co/oMDVvRVess",en,0,1012,it not easy do act like poor common man URL ,negative,,doubt
920,1.27E+18,navyasin,1.57E+18,2022-09-10 07:46:34+00:00,"@KapilMishra_IND @panditmayank1 Kapil Mishra left AAP when Kejriwal was caught doing financial fraud in AAP.

Since then @KapilMishra_IND
bhai is continuously exposing him and his lies.
#KapilExposesKejriwal",en,0,9877,kapil mishra left aap when kejriwal wa caught doing financial fraud in aap since then bhai is continuously exposing him and his lie ,negative,criticism,
930,1.27E+18,navyasin,1.57E+18,2022-09-10 07:45:08+00:00,"#KapilExposesKejriwal Gujarat model means country's most beautiful river front and Delhi model means country's most polluted river.......
@KapilMishra_IND @iSinghApurva",en,2,9877,gujarat model mean country most beautiful river front and delhi model mean country most polluted river ,negative,criticism,
931,1.43E+18,NishantMaggu_,1.57E+18,2022-09-10 07:45:06+00:00,"There is no money to pay salaries to teachers and you say we will give employment - how many more false promises will the Kejriwal government make to the public?
Kejriwal only does politics of lies and misleads people... #KapilExposesKejriwal #aamaadmiparty #Kejriwal https://t.co/6v3qv4NXHh",en,0,0,there is no money to pay salary to teacher and you say we will give employment how many more false promise will the kejriwal government make to the public kejriwal only doe politics of lie and misleads people URL ,negative,criticism,
934,1.57E+18,ViratKo45357801,1.57E+18,2022-09-10 07:44:47+00:00,Rebdiwal is the new Covid Threat for Delhi ???�???� #KapilExposesKejriwal https://t.co/7JXnRQodxU,en,0,0,rebdiwal is the new covid threat for delhi URL ,negative,hate,
935,1.56E+18,SundipK61956453,1.57E+18,2022-09-10 07:44:35+00:00,"#KapilExposesKejriwal is an incessant effort to expose the hypocrisy and double standard of #ArvindKejriwal

Kejriwal is a con artist with an unscrupulous character.Such people in publiclife are dangerous

This video debunks his Aam admi &amp; honestly rhetoric

Pls introspect ???� https://t.co/7KDzJZB4AJ",en,2,5,is an incessant effort to expose the hypocrisy and double standard of kejriwal is con artist with an unscrupulous character such people in publiclife are dangerous this video debunks his aam admi amp honestly rhetoric pls introspect URL ,negative,,doubt
957,1.37E+18,jogiji_,1.57E+18,2022-09-10 07:41:49+00:00,"What do you have to say now, Mr. kejriwal  @KapilMishra_IND
#KapilExposesKejriwal https://t.co/fJOfMrOeNb",en,5,10226,what do you have to say now mr kejriwal URL ,negative,criticism,
966,875474161,DilKhushAadmi,1.57E+18,2022-09-10 07:40:35+00:00,What a shame @ArvindKejriwal @AamAadmiParty #KapilExposesKejriwal https://t.co/vnXqllrfPs,en,0,17,what shame URL ,negative,criticism,
977,1.33E+18,Bharat_KiBeti,1.57E+18,2022-09-10 07:38:44+00:00,"According to Kejriwal ... the Delhi model means banning crackers on Diwali,
opening liquor shops in the street
increase the salary of Maulanas
Scams in the name of government schools...
This is just the Delhi model
#KapilExposesKejriwal 
#KejriwalFailsDelhi https://t.co/1vQFhkBl7v",en,0,53,according to kejriwal the delhi model mean banning cracker on diwali opening liquor shop in the street increase the salary of maulanas scam in the name of government school this is just the delhi model URL ,negative,criticism,
978,1.55E+18,888Shivraj,1.57E+18,2022-09-10 07:38:34+00:00,Gujarat has the right to know who was given 10 lakh jobs in Delhi and in which department? According to RTI only 3246 jobs were given in Delhi in the country in the last 7 years #KapilExposesKejriwal,en,0,976,gujarat ha the right to know who wa given 10 lakh job in delhi and in which department according to rti only 3246 job were given in delhi in the country in the last year ,negative,criticism,
994,1.47E+18,arjuntiwaribjp,1.57E+18,2022-09-10 07:36:14+00:00,Rebdiwal is the new Covid Threat for Delhi ???�???�#KapilExposesKejriwal https://t.co/w8CsGLGbxd,en,2,3323,rebdiwal is the new covid threat for delhi URL ,negative,criticism,
995,1205234707,mukeshparmar146,1.57E+18,2022-09-10 07:36:11+00:00,"A chameleon from Delhi is roaming on the land of the lions of Gir, today I have come to tell the truth about it: Kapil Mishra #KapilExposesKejriwal",en,0,23780,chameleon from delhi is roaming on the land of the lion of gir today have come to tell the truth about it kapil mishra ,negative,criticism,
999,8.51E+17,BeingDevilMe,1.57E+18,2022-09-10 07:35:31+00:00,Ohh man this is such a good one it need to be exposed kejriwal is just doing wrong politics #KapilExposesKejriwal,en,0,2189,ohh man this is such good one it need to be exposed kejriwal is just doing wrong politics ,negative,criticism,
1003,1.55E+18,Just_uand_me,1.57E+18,2022-09-10 07:35:11+00:00,"Kapil Mishra also alleged that the Aam Aadmi Party accumulated money through shell companies.

#KapilExposesKejriwal",en,0,6292,kapil mishra also alleged that the aam aadmi party accumulated money through shell company ,negative,criticism,
1010,1.55E+18,show_me_dmoney,1.57E+18,2022-09-10 07:34:27+00:00,"The sacked AAP minister alleged that following notices from the Income Tax department, Arvind Kejriwal's AAP revealed Rs 30.08 crore in donations to the Election Commission.

#KapilExposesKejriwal",en,0,5913,the sacked aap minister alleged that following notice from the income tax department arvind kejriwal aap revealed r 30 08 crore in donation to the election commission ,negative,,doubt
1021,1.45E+18,iArvindmaurya,1.57E+18,2022-09-10 07:33:56+00:00,"Kejriwal model means the world's most polluted city where Diwali is banned in the name of stopping pollution.
 #KapilExposesKejriwal",en,0,4041,kejriwal model mean the world most polluted city where diwali is banned in the name of stopping pollution ,negative,criticism,
1025,1.42E+18,rebel7moon,1.57E+18,2022-09-10 07:33:46+00:00,"Nothing is being done for Delhi's growth by the Kejriwal party. Therefore, we should not stand by while Delhi's government acts in this manner. #KapilExposesKejriwal",en,0,1560,nothing is being done for delhi growth by the kejriwal party therefore we should not stand by while delhi government act in this manner ,negative,criticism,
1026,1.52E+18,Riyasrivasta27,1.57E+18,2022-09-10 07:33:41+00:00,"Politics is not a game 
Nowadays
It's a serious bussiness
#KapilExposesKejriwal",en,0,1064,politics is not game nowadays it serious bussiness ,negative,criticism,
1032,1.17E+18,Dhanes_sharma,1.57E+18,2022-09-10 07:33:31+00:00,"He is such a worst person This is really terrible to know that Kejriwal ji only made false promises that never full field
#KapilExposesKejriwal",en,0,1809,he is such worst person this is really terrible to know that kejriwal ji only made false promise that never full field ,negative,hate,
1033,1.48E+18,chavi06695457,1.57E+18,2022-09-10 07:33:29+00:00,"Really guys the so called CM Arvind Kejriwal is doing so dirty politics against our respected PM narendra modi ji guys!!!
#KapilExposesKejriwal",en,0,647,really guy the so called cm arvind kejriwal is doing so dirty politics against our respected pm narendra modi ji guy ,negative,criticism,
1034,1.56E+18,DiLseNeha,1.57E+18,2022-09-10 07:33:29+00:00,"I have full faith that the people of Gujarat will reject and show them that what you have done in Delhi is very wrong and you will not be able to do anything here and you will not be able to do anything here.
#KapilExposesKejriwal",en,0,1026,have full faith that the people of gujarat will reject and show them that what you have done in delhi is very wrong and you will not be able to do anything here and you will not be able to do anything here ,negative,criticism,
1036,1.54E+18,He__Saamy,1.57E+18,2022-09-10 07:33:27+00:00,"Today the condition of Delhi is not good at all and this condition is made by Kejriwal 
#KapilExposesKejriwal",en,0,198,today the condition of delhi is not good at all and this condition is made by kejriwal ,negative,criticism,
1037,1.56E+18,Anjali_00001,1.57E+18,2022-09-10 07:33:25+00:00,"The people there are facing a lot of problems, from electricity to water, they have to stand in line for everything or that is really very embarrassing for the government there. 
#KapilExposesKejriwal",en,0,132,the people there are facing lot of problem from electricity to water they have to stand in line for everything or that is really very embarrassing for the government there ,negative,criticism,
1039,1.50E+18,Shrav_YEAH,1.57E+18,2022-09-10 07:33:24+00:00,"This is really wrong.. people are very angry and their trust is broken... it's not acceptable 
#KapilExposesKejriwal",en,0,1184,this is really wrong people are very angry and their trust is broken it not acceptable ,negative,criticism,
1042,1.54E+18,Ss5432100,1.57E+18,2022-09-10 07:33:22+00:00,"Kejriwal and Company has been cheating public on new schools and new hospital but no have been visible 
#KapilExposesKejriwal",en,0,1310,kejriwal and company ha been cheating public on new school and new hospital but no have been visible ,negative,criticism,
1047,1.53E+18,Quill011,1.57E+18,2022-09-10 07:33:15+00:00,"Kejriwal model means world's most polluted city where Diwali is banned in the name of stopping pollution. 
#KapilExposesKejriwal",en,0,237,kejriwal model mean world most polluted city where diwali is banned in the name of stopping pollution ,negative,criticism,
1049,1.44E+18,ThakurShreyaSh4,1.57E+18,2022-09-10 07:33:13+00:00,"I dont want to say anything on this Kejriwal is a Liar politician people should stop believing him ..
.
#KapilExposesKejriwal",en,0,523,dont want to say anything on this kejriwal is liar politician people should stop believing him ,negative,criticism,
1050,1.52E+18,Neon100_,1.57E+18,2022-09-10 07:33:13+00:00,"Guys now the fake Arvind Kejriwal is exposed guys and he always blame to pm narendra modi guys!!!
#KapilExposesKejriwal",en,0,566,guy now the fake arvind kejriwal is exposed guy and he always blame to pm narendra modi guy ,negative,,doubt
1051,1.56E+18,Barsha768,1.57E+18,2022-09-10 07:33:12+00:00,"Now the public will not tolerate any more lies, now the public needs answers.
#KapilExposesKejriwal",en,0,115,now the public will not tolerate any more lie now the public need answer ,negative,criticism,
1057,1.26E+18,Vikramsingh1440,1.57E+18,2022-09-10 07:33:09+00:00,"We explain to young children that do not take anything from anyone for free, the one who has come to give it for free has come with the intention of robbing something. 
#KapilExposesKejriwal",en,0,1705,we explain to young child that do not take anything from anyone for free the one who ha come to give it for free ha come with the intention of robbing something ,negative,criticism,
1058,1.24E+18,revs5441,1.57E+18,2022-09-10 07:33:08+00:00,"Now the public is not going to fall in the trap of their free things and this is a very wrong thing. 

#KapilExposesKejriwal",en,0,111,now the public is not going to fall in the trap of their free thing and this is very wrong thing ,negative,hate,
1060,1.41E+18,Thevishal_01,1.57E+18,2022-09-10 07:33:04+00:00,"Gujarat model means country's most beautiful river front and Delhi model means country's most polluted river.......
 #KapilExposesKejriwal",en,0,4238,gujarat model mean country most beautiful river front and delhi model mean country most polluted river ,negative,,
1062,1.49E+18,mohit4tripathi,1.57E+18,2022-09-10 07:33:03+00:00,"Kejriwal getting exposed is the best thing
He is a fraud and makes fake promises
#KapilExposesKejriwal",en,0,115,kejriwal getting exposed is the best thing he is fraud and make fake promise ,negative,hate,
1063,1.53E+18,chaimasalahun,1.57E+18,2022-09-10 07:33:03+00:00,"People are very happy to know this. Kejriwal should be shame on himself. 
#KapilExposesKejriwal",en,1,2017,people are very happy to know this kejriwal should be shame on himself ,negative,,doubt
1064,1.56E+18,ChaserKohli_18,1.57E+18,2022-09-10 07:33:03+00:00,"Delhi govt always shows hypocrisy. They never talk about the real problem. So much double faced policy of Kejriwal. 
#KapilExposesKejriwal",en,0,135,delhi govt always show hypocrisy they never talk about the real problem so much double faced policy of kejriwal ,negative,criticism,
1065,1.53E+18,Aarushi03535699,1.57E+18,2022-09-10 07:33:02+00:00,We have to raise our voice because Kejriwal is doing really very wrong work #KapilExposesKejriwal,en,0,316,we have to raise our voice because kejriwal is doing really very wrong work ,negative,criticism,
1067,1.49E+18,Dharm817,1.57E+18,2022-09-10 07:33:01+00:00,"They have not done any questions or flotation to right, they should be ashamed of anything with the people there.#KapilExposesKejriwal",en,0,1394,they have not done any question or flotation to right they should be ashamed of anything with the people there ,negative,criticism,
1068,1.54E+18,shomi_popa,1.57E+18,2022-09-10 07:33:01+00:00,"Kejriwal is a kind of leader who can single handedly bring down nation to Venezuela &amp; Srilanka like crisis. 
Not a single work only hype nowdays bhagwant mann is also busy in doing advertising.
#KapilExposesKejriwal",en,0,881,kejriwal is kind of leader who can single handedly bring down nation to venezuela amp srilanka like crisis not single work only hype nowdays bhagwant mann is also busy in doing advertising ,negative,criticism,
1071,1.48E+18,NiharikaDutt2,1.57E+18,2022-09-10 07:32:59+00:00,"Delhi government keeps blaming Gujarat for many things while they're not getting anything they were promised
#KapilExposesKejriwal",en,0,1108,delhi government keep blaming gujarat for many thing while they re not getting anything they were promised ,negative,criticism,
1075,1.46E+18,Derek__17,1.57E+18,2022-09-10 07:32:58+00:00,"The Kapil has completely exposed the kejriwal and his works 
#KapilExposesKejriwal",en,0,1038,the kapil ha completely exposed the kejriwal and his work ,negative,,doubt
1076,1.53E+18,Steve_rogers25,1.57E+18,2022-09-10 07:32:57+00:00,"Whatever promises have been made by Kejriwal to his people, he should fulfill them, he should not lie like that.
#KapilExposesKejriwal",en,0,124,whatever promise have been made by kejriwal to his people he should fulfill them he should not lie like that ,negative,hate,
1077,1.47E+18,memerpsych,1.57E+18,2022-09-10 07:32:56+00:00,"Really shameful act by the aam Aadmi party CM Mr Arvind Kejriwal guys really shame to him!!!
#KapilExposesKejriwal",en,0,1105,really shameful act by the aam aadmi party cm mr arvind kejriwal guy really shame to him ,negative,criticism,
1080,1.47E+18,shaikayub1437,1.57E+18,2022-09-10 07:32:53+00:00,peoples emotional byKapil Mishra has once again exposed the trueLies are the only thing that are given by the kejriwal government because we can't see water  political doing fake promises which never get fulfill guys in my views #KapilExposesKejriwal,en,0,1056,people emotional bykapil mishra ha once again exposed the truelies are the only thing that are given by the kejriwal government because we can see water political doing fake promise which never get fulfill guy in my view ,negative,criticism,
1082,1.56E+18,Priti_00001,1.57E+18,2022-09-10 07:32:53+00:00,"Really, a lot of wrong has happened with the people there, the promises that cannot be fulfilled should not be made, the government has betrayed them. 
#KapilExposesKejriwal",en,0,109,really lot of wrong ha happened with the people there the promise that cannot be fulfilled should not be made the government ha betrayed them ,negative,criticism,
1084,1.17E+18,VoiceGuru9,1.57E+18,2022-09-10 07:32:52+00:00,"It shows a very shameful and lousy thinking with a vile mindset 
#KapilExposesKejriwal",en,0,3114,it show very shameful and lousy thinking with vile mindset ,negative,criticism,
1087,1.47E+18,sharma20511,1.57E+18,2022-09-10 07:32:48+00:00,"People have come to know that Kejriwal only makes false promises and he has not done any development work.
#KapilExposesKejriwal",en,0,900,people have come to know that kejriwal only make false promise and he ha not done any development work ,negative,criticism,
1089,1.35E+18,aani_54,1.57E+18,2022-09-10 07:32:47+00:00,"The people of the country will not forgive Kejriwal, firstly the liquor scam in Delhi, now the teachers in the school are not even being paid.
#KapilExposesKejriwal",en,0,998,the people of the country will not forgive kejriwal firstly the liquor scam in delhi now the teacher in the school are not even being paid ,negative,hate,
1090,1.54E+18,iamShyam_32,1.57E+18,2022-09-10 07:32:46+00:00,"Kapil exposed kejriwal, public finally got to see the real face of him
#KapilExposesKejriwal",en,0,886,kapil exposed kejriwal public finally got to see the real face of him ,negative,hate,
1094,1.54E+18,Sonakshi_here,1.57E+18,2022-09-10 07:32:45+00:00,"Now the AAP government is becoming the greatest corrupt party right now
#KapilExposesKejriwal",en,0,319,now the aap government is becoming the greatest corrupt party right now ,negative,criticism,
1096,1.52E+18,bhag_saleidhrse,1.57E+18,2022-09-10 07:32:44+00:00,"Kejriwal and Kejriwal government only make promises. They don't do anything for us after forming the government.
#KapilExposesKejriwal",en,0,111,kejriwal and kejriwal government only make promise they don do anything for u after forming the government ,negative,criticism,
1097,1.51E+18,Singh_N_eha,1.57E+18,2022-09-10 07:32:44+00:00,#KapilExposesKejriwal The is really awesome the dark side of kejriwal,en,0,1547,the is really awesome the dark side of kejriwal ,negative,criticism,
1099,1.51E+18,shyamRadhe008,1.57E+18,2022-09-10 07:32:42+00:00,"When we talk about development, w give examples about gujrat.
while Delhi government is doing corruption. #KapilExposesKejriwal",en,0,1021,when we talk about development give example about gujrat while delhi government is doing corruption ,negative,criticism,
1102,1.15E+18,1999indian,1.57E+18,2022-09-10 07:32:40+00:00,"Kapil Mishra 'exposes' Arvind Kejriwal: All you need to know about the charges against Aam Aadmi Party

#KapilExposesKejriwal",en,0,3017,kapil mishra expose arvind kejriwal all you need to know about the charge against aam aadmi party ,negative,hate,
1104,1.50E+18,itsironyhere_,1.57E+18,2022-09-10 07:32:39+00:00,"These type of shameless act will not gonna be tolerated anymore guys by the shamefull Arvind Kejriwal guys!!!
#KapilExposesKejriwal",en,0,633,these type of shameless act will not gonna be tolerated anymore guy by the shamefull arvind kejriwal guy ,negative,hate,
1112,1.52E+18,tonystark03333,1.57E+18,2022-09-10 07:32:35+00:00,"In the name of free education all get only fake promises wow it's nice. 
#KapilExposesKejriwal",en,0,231,in the name of free education all get only fake promise wow it nice ,negative,criticism,
1113,1.53E+18,Supriya27637342,1.57E+18,2022-09-10 07:32:33+00:00,I am really very much sad by the work of Kejriwal and we have to do something #KapilExposesKejriwal,en,0,191,am really very much sad by the work of kejriwal and we have to do something ,negative,criticism,
1118,1.12E+18,Tarun5844,1.57E+18,2022-09-10 07:32:29+00:00,"It is very bad happening ,Everyone knows that Kejriwal government is not doing anything for the development of Delhi. A big shame on Kejriwal government #KapilExposesKejriwal",en,0,1071,it is very bad happening everyone know that kejriwal government is not doing anything for the development of delhi big shame on kejriwal government ,negative,hate,
1119,1.57E+18,DikhaSharma09,1.57E+18,2022-09-10 07:32:28+00:00,"We want safety of our family and a relief of riots but kejriwal don't giving us.
#KapilExposesKejriwal",en,0,162,we want safety of our family and relief of riot but kejriwal don giving u ,negative,hate,
1122,1.18E+18,Deekshith0011,1.57E+18,2022-09-10 07:32:26+00:00,"Didn't do anything for Delhi, just doing it, Kejriwal ji does not even pay the salary of his own leaders.. 

#KapilExposesKejriwal",en,0,159,didn do anything for delhi just doing it kejriwal ji doe not even pay the salary of his own leader ,negative,hate,
1123,1.45E+18,Riyasrivas17,1.57E+18,2022-09-10 07:32:26+00:00,"There comes a time when one must take a position that is neither safe nor political nor popular, but he must take it becouse conscience tells him it is right
#KapilExposesKejriwal",en,0,1041,there come time when one must take position that is neither safe nor political nor popular but he must take it becouse conscience tell him it is right ,negative,criticism,
1125,1.52E+18,krishiv_6,1.57E+18,2022-09-10 07:32:25+00:00,is demanding that Kejriwal must reveal the source of funding of the foreign trips of five AAP leaders -#KapilExposesKejriwal,en,0,498,is demanding that kejriwal must reveal the source of funding of the foreign trip of five aap leader ,negative,hate,
1126,1.45E+18,Aamirs_Fauji,1.57E+18,2022-09-10 07:32:25+00:00,Everyone knows that Kejriwal government is not doing anything for the progress of Delhi. A big shame on Kejriwal government #KapilExposesKejriwal,en,0,203,everyone know that kejriwal government is not doing anything for the progress of delhi big shame on kejriwal government ,negative,criticism,
1128,1.27E+18,SRKian_Joshil,1.57E+18,2022-09-10 07:32:24+00:00,"Delhi don�??t deserve this government, they are making false promises #KapilExposesKejriwal",en,0,1132,delhi don deserve this government they are making false promise ,negative,criticism,
1130,1.56E+18,Tanya_00002,1.57E+18,2022-09-10 07:32:23+00:00,"Has there really been a lot wrong with the people there, whatever promises were made to the people there are not fulfilled, people are very sad 
#KapilExposesKejriwal",en,0,598,ha there really been lot wrong with the people there whatever promise were made to the people there are not fulfilled people are very sad ,negative,criticism,
1131,1.44E+18,lemarque_1,1.57E+18,2022-09-10 07:32:23+00:00,"In Gujarat every household will get tap water. Where in Delhi drinking water from tankers 
#KapilExposesKejriwal",en,0,1211,in gujarat every household will get tap water where in delhi drinking water from tanker ,negative,criticism,
1132,1.49E+18,Mohit3tripathi,1.57E+18,2022-09-10 07:32:23+00:00,"Kejriwal will never learn
He needs to get exposed
#KapilExposesKejriwal",en,0,110,kejriwal will never learn he need to get exposed ,negative,hate,
1133,1.51E+18,Singh_S_neha,1.57E+18,2022-09-10 07:32:23+00:00,Soo Shameful act again by kejriwal shame on you #KapilExposesKejriwal,en,0,1233,soo shameful act again by kejriwal shame on you ,negative,criticism,
1134,1.45E+18,PariKittu1,1.57E+18,2022-09-10 07:32:21+00:00,"The public of Delhi always say kejariwal is doing nothing for the people
#KapilExposesKejriwal",en,0,130,the public of delhi always say kejariwal is doing nothing for the people ,negative,criticism,
1135,1.56E+18,Hs_Princess_,1.57E+18,2022-09-10 07:32:21+00:00,"After levelling serious charges at the AAP, Kapil Mishra asked the Delhi Chief Minister to quit or ""he will drag him by the collar and take him to Tihar Jail"".

#KapilExposesKejriwal",en,0,678,after levelling serious charge at the aap kapil mishra asked the delhi chief minister to quit or he will drag him by the collar and take him to tihar jail ,negative,hate,
1136,1.56E+18,tan_weeeee,1.57E+18,2022-09-10 07:32:21+00:00,"Kejriwal government should improve their government strategy. That's really disgusting
#KapilExposesKejriwal",en,0,118,kejriwal government should improve their government strategy that really disgusting ,negative,criticism,
1138,1.39E+18,tweet_bharti_,1.57E+18,2022-09-10 07:32:21+00:00,"The truth of Kejriwal has come in front of everyone. Now people are not going to be foolish.
#KapilExposesKejriwal",en,0,1019,the truth of kejriwal ha come in front of everyone now people are not going to be foolish ,negative,hate,
1140,1.48E+18,kaavyyaaa,1.57E+18,2022-09-10 07:32:20+00:00,"Lies are the only thing that are given by the kejriwal government because we can't see water supply getting better
#KapilExposesKejriwal",en,0,1211,lie are the only thing that are given by the kejriwal government because we can see water supply getting better ,negative,criticism,
1141,1.52E+18,singhjikiladki,1.57E+18,2022-09-10 07:32:20+00:00,Kejriwal government is not doing anything for the development of Delhi. We should remove Kejriwal government from Delhi because now we cannot tolerate it   #KapilExposesKejriwal,en,0,226,kejriwal government is not doing anything for the development of delhi we should remove kejriwal government from delhi because now we cannot tolerate it ,negative,hate,
1142,1.27E+18,Shivamraj71,1.57E+18,2022-09-10 07:32:20+00:00,"We should take some action against him This is really terrible to know that Kejriwal ji only made false promises that never full field
#KapilExposesKejriwal",en,0,1127,we should take some action against him this is really terrible to know that kejriwal ji only made false promise that never full field ,negative,criticism,
1143,1.31E+18,MadhurrX,1.57E+18,2022-09-10 07:32:19+00:00,"@ArvindKejriwal Ji ab buri tarah se expose ho chuke Hein
#KapilExposesKejriwal",en,0,1064,ji ab buri tarah se expose ho chuke hein ,negative,hate,
1148,1.52E+18,Satan_Lahsiv,1.57E+18,2022-09-10 07:32:18+00:00,"Guys Arvind Kejriwal is real disgust to the Delhi people guys he always blame others for every scams!!!
#KapilExposesKejriwal",en,0,659,guy arvind kejriwal is real disgust to the delhi people guy he always blame others for every scam ,negative,hate,
1149,1.55E+18,ImDiivya,1.57E+18,2022-09-10 07:32:18+00:00,"Delhi does not need a leader like Kejriwal.  Delhi is fine.
#KapilExposesKejriwal",en,0,116,delhi doe not need leader like kejriwal delhi is fine ,negative,criticism,
1153,1.53E+18,bitchshinu,1.57E+18,2022-09-10 07:32:17+00:00,This is really not good thing he should first work then oy do promises in other state guys  in my views #KapilExposesKejriwal,en,0,166,this is really not good thing he should first work then oy do promise in other state guy in my view ,negative,hate,
1157,1.46E+18,allufan66,1.57E+18,2022-09-10 07:32:15+00:00,"Hy tweeps look into this one guys it's seems that an Another day another person exposed him not at all good to see this one all are must take against this one 
#KapilExposesKejriwal",en,0,737,hy tweeps look into this one guy it seems that an another day another person exposed him not at all good to see this one all are must take against this one ,negative,hate,
1160,1.46E+18,SKF_Sunny,1.57E+18,2022-09-10 07:32:14+00:00,"Hey just must say that the unprofessional approech should be removed and We will not going to support him anymore. 

#KapilExposesKejriwal",en,0,280,hey just must say that the unprofessional approech should be removed and we will not going to support him anymore ,negative,hate,
1161,1.50E+18,Kanika730,1.57E+18,2022-09-10 07:32:14+00:00,"I dont want too much for your to say anything on this Kejriwal is a Liar politician.. Citizens should stop believing him ..
.
#KapilExposesKejriwal",en,0,1073,dont want too much for your to say anything on this kejriwal is liar politician citizen should stop believing him ,negative,hate,
1168,1.51E+18,MedhiTamanna,1.57E+18,2022-09-10 07:32:11+00:00,"Kejriwal have done so many bad work and he should be punished for this
#KapilExposesKejriwal",en,0,1126,kejriwal have done so many bad work and he should be punished for this ,negative,hate,
