"Unnamed: 0","user_id","username","id","date","Tweet","lang","replyCount","followersCount","preprocessed_text","category","sub-category"
108,263685949,"IsSarif",1.57E+018,"2022-09-10 05:37:47+00:00","@nitin_gadkari @akshaykumar Sir, Why we are not focusing on road infrastructure? Please don't worry about expenses. This will be brought back with increasing GDP and transactions resulting more tax generation. Transport System is the backbone of any econo","en",0,83,"sir why we are not focusing on road infrastructure please don worry about expense this will be brought back with increasing gdp and transaction resulting more tax generation transport system is the backbone of any economy and there we are lagging badly ","Negative","Criticism"
126,118291893,"arunjeba",1.57E+018,"2022-09-09 14:15:11+00:00","#IndianPolitics

The comment section... Tight slaps on #BJP's poor propaganda... #BJP is clueless now and rattled by #BharatJodoYatra https://t.co/Y9E2BhwHWX","en",0,3516,"the comment section tight slap on poor propaganda is clueless now and rattled by URL ","Negative","Hate"
134,927590666,"arun_brahmaniya",1.57E+018,"2022-09-09 12:38:13+00:00","I think BJP is just jealous that they can’t fit in a nice T-Shirt like @RahulGandhi can. Their fat belly won’t look good, hence all the drama about a T-Shirt. 😂

#IndianPolitics https://t.co/fPrrVOxiSn","en",0,36,"think bjp is just jealous that they can fit in nice shirt like can their fat belly won look good hence all the drama about shirt URL ","Negative","Criticism"
171,1.41E+018,"Arsh3646",1.57E+018,"2022-09-08 07:32:15+00:00","@KapilSharmaK9 @SonuSood @PMOIndia   @Shehzad_Ind @VOGUEIndia    #indianpolitics #india 
Firstly open this photo 😔 because if indians are never give them disrespect then why they do this https://t.co/7YO8eQM8Nh","en",0,12,"firstly open this photo because if indian are never give them disrespect then why they do this URL ","Negative","Criticism"
175,1.36E+018,"AdityaAgawane11",1.57E+018,"2022-09-08 04:11:10+00:00","Fact of the day : If want to earn your father's trust and respect 
Just follow his political ideology 
#indianpolitics 
#BJPindia","en",0,9,"fact of the day if want to earn your father trust and respect just follow his political ideology ","Negative","Criticism"
210,1.25E+018,"nationalemc",1.57E+018,"2022-09-07 05:17:50+00:00","Politics is the art of making people believe that they are in power, when in fact, they have none.
#congress #india #indianpolitics #Nation #freedom #Politics #leaders #Kindness #support #IndiaAt75 #peace #rights #india #DigitalIndia #governance #politics #politicsnation https://t.co/kLwBgqhoWG","en",1,84,"politics is the art of making people believe that they are in power when in fact they have none URL ","Negative","Hate"
214,58254225,"ankkeett",1.57E+018,"2022-09-07 04:54:30+00:00","I am @37 and I want to be an SC/ST. (Unlimited attempts😂)
What a privilege? This so called poor class is the most richest in our country now. 

#UPSCExtraAttempt #upsc #Reservation #indianpolitics #IndiaAt75 https://t.co/bd2fnzxxQN","en",1,519,"am and want to be an sc st unlimited attempt what privilege this so called poor class is the most richest in our country now URL ","Negative","Hate"
215,243948831,"iamthanooj",1.57E+018,"2022-09-07 04:33:24+00:00","We can not seeing #BJP as standard, at the same time #Congress as substandard.

We should not accept 'taking for granted' impositions. 

#India 
#IndianPolitics","en",0,100,"we can not seeing a standard at the same time a substandard we should not accept taking for granted imposition ","Negative","Criticism"
221,1.49E+018,"abhisriind",1.57E+018,"2022-09-07 00:11:09+00:00","I m ready to fight for bharat n Hindu. I n all Hindu plz unite n fuck who abuse about Bharat n hindu #indianpolitics #india #bjp #narendramodi  #amitshah #yogiadityanath #godimedia #memes #rss #bjpindia #hindutva #bhfyp #covid #politicalmemes #hindu #mumbai #priyankagandhi #namo","en",0,0,"ready to fight for bharat hindu all hindu plz unite fuck who abuse about bharat hindu ","Negative","Hate"
222,2966944566,"sy_sadat",1.57E+018,"2022-09-06 20:42:29+00:00","@jiten_jain May b he is thinking He hv good future in #IndianPolitics He will cashin #Hindutva foolishness","en",0,136,"may he is thinking he hv good future in he will cashin foolishness ","Negative","Criticism"
223,107695114,"futurenxt88",1.57E+018,"2022-09-06 20:26:20+00:00","Perfect show of Indian Politics .. 
You vote for them &amp; then you die waiting for them 
Shame on @MumbaiPolice 
#humanity #humanlifematters #indianpolitics #PoliceBrutality #Politics https://t.co/I539ZHHgqC","en",0,151,"perfect show of indian politics you vote for them amp then you die waiting for them shame on URL ","Negative","Criticism"
233,118291893,"arunjeba",1.57E+018,"2022-09-06 15:59:31+00:00","#IndianPolitics

Wishes to @RahulGandhi #INC and the participants of #BharatJodo yatra which starts on tommorow from #Kanyakumari to #Kashmir to unite #People of #India from hatred and religious divide polaraisations by present #Fasicist Government...

#BharatJodpYatra https://t.co/cn23MZTXb3","en",0,3516,"wish to and the participant of yatra which start on tommorow from to to unite of from hatred and religious divide polaraisations by present government URL ","Negative","Hate"
240,1.55E+018,"pluripotent0",1.57E+018,"2022-09-06 13:28:52+00:00","#medicine we treat patient with best evidence we have for treatment {EBM}

Indian politicians are : only expert opinion (level V) .they talk useless without evidence only expert opinion 😤😤. #indianpolitics #medtwitter @TheLallantop https://t.co/eLwjbLYobr","en",0,254,"we treat patient with best evidence we have for treatment ebm indian politician are only expert opinion level they talk useless without evidence only expert opinion URL ","Negative","Criticism"
247,152219828,"rahuljagiasi",1.57E+018,"2022-09-06 11:54:19+00:00","@ANI Why are you some politicians like you trying to copy #Pakistan ?? Why can’t you guys actually look at creating better economic condition in the country rather than Guving out free Bees to lure votes ?
#UneducatedPoliticiansofIndia #TaxPayers #Shame","en",0,93,"why are you some politician like you trying to copy why can you guy actually look at creating better economic condition in the country rather than guving out free bee to lure vote ","Negative","Criticism"
251,1.46E+018,"Dipsikha_00",1.57E+018,"2022-09-06 09:39:51+00:00","Preaching political leaders blindly and giving them the pedestal of God can be fatal. The example of Japan is a vivid one.
#Politics 
#party 
#indianpolitics","en",0,31,"preaching political leader blindly and giving them the pedestal of god can be fatal the example of japan is vivid one ","Negative","Criticism"
256,1.25E+018,"chowdhury_tista",1.57E+018,"2022-09-06 08:13:48+00:00","@BJP4India is facing tough time in Bihar. Let's keep an eye on it. @NitishKumar has walked out of the NDA and joined the Mahagathbandhan. Amazing! 

#loksabhaelection2024  #BJP #biharpolitics #NDA #IndianPolitics https://t.co/oWi6GXqXjP","en",0,15,"is facing tough time in bihar let keep an eye on it ha walked out of the nda and joined the mahagathbandhan amazing URL ","Negative","Criticism"
262,85535001,"prashantverma33",1.57E+018,"2022-09-06 06:33:57+00:00","What else can you expect from a @AamAadmiParty member , they are the worst thing happened to #Indianpolitics shame on you @harbhajan_singh @raghav_chadha https://t.co/oiFjfAWWZv","en",0,101,"what else can you expect from member they are the worst thing happened to shame on you URL ","Negative","Hate"
276,301370980,"AkshayTamhane",1.57E+018,"2022-09-05 15:44:05+00:00","If any political party hands out freebies, I am going to stop paying my taxes… #freebies #india #politics #freebiepolitics #indianpolitics #aap #congress #tmc #bjp","en",0,19,"if any political party hand out freebie am going to stop paying my tax ","Negative","Criticism"
283,118291893,"arunjeba",1.57E+018,"2022-09-05 11:54:01+00:00","#IndianPolitics
#IndianLaw

Oooops... Judges didn't know about tax system of India...!!! https://t.co/AuS1CI86vB","en",0,3516,"oops judge didn know about tax system of india URL ","Negative","Criticism"
297,1.24E+018,"Rajvasaikar1",1.57E+018,"2022-09-05 08:51:41+00:00","Everyone just wants to win this election and that election, no one wants to work for people...
India losing it's democracy.
#AmitShah #Mumbai #Maharashtra #Indianpolitics","en",0,52,"everyone just want to win this election and that election no one want to work for people india losing it democracy ","Negative","Criticism"
299,1.56E+018,"blinkin_leds",1.57E+018,"2022-09-05 08:24:45+00:00","The politicians in India have been “all bark and no bite” in their work in improving the infrastructure. 🥲
Sadly the people who suffer get them to their seats when #elections happen each single time. #StopFreebies #IndianPolitics #ImproveOurInfrastructure","en",1,4,"the politician in india have been all bark and no bite in their work in improving the infrastructure sadly the people who suffer get them to their seat when happen each single time ","Negative","Criticism"
315,8.79E+017,"trushitbshah",1.57E+018,"2022-09-05 04:15:49+00:00","Anything given free has no value. Be it Power, Education, Food etc. #Freebie culture spoil human behavior and burden on NextGen. Charge at least affordable amount to value.

#SupremeCourt #Freebie #GovtofIndia #IndianPolitics","en",0,11,"anything given free ha no value be it power education food etc culture spoil human behavior and burden on nextgen charge at least affordable amount to value ","Negative","Criticism"
319,1.46E+018,"Kunal2036",1.57E+018,"2022-09-04 22:48:35+00:00","To all the Indian politicians - please be a human for at least one year and treat every single citizen as human too. Contradicting and constructive arguments &amp"," views are good but need to respect each individual. #behuman #respect #indianpolitics #bharat","en",0,5,"Negative","Criticism"
324,1.18E+018,"AryaNeha3",1.57E+018,"2022-09-04 14:21:39+00:00","This was 100th hoarding, just few meters apart from each other! Tax payers money being put to brilliant use! Why do we need politicians on hoarding???
#slowclap #indianpolitics #politicaldrama #thoughtoftheday #MumbaiTraffic #Mumbai https://t.co/9MJoVhgMmt","en",0,4,"this wa 100th hoarding just few meter apart from each other tax payer money being put to brilliant use why do we need politician on hoarding URL ","Negative","Criticism"
337,369651339,"PranitMungekar4",1.57E+018,"2022-09-04 10:15:12+00:00","@nsitharamanoffc @nsitharaman @BJP4India @BJP4Telangana @PIB_India @PIBHyderabad @FinMinIndia @MIB_India How much GST on this thali ? Shame on u #NirmalaSitharaman for looting innocent tax payers #india don't vote for #BJP and kickout #modi and #shah from","en",0,13,"how much gst on this thali shame on for looting innocent tax payer don vote for and kickout and from ","Negative","Criticism"
338,1.28E+018,"SudiptaDutt",1.57E+018,"2022-09-04 10:02:27+00:00","@Zaffar_Nama @ArvindKejriwal Someone wears blue checked shirt but have hard earned premium degree which dazzles even brighter.

Someone wears dazzling branded premium garments, but when you ask about degree....🤫

#revdiculture #indianpolitics","en",0,128,"someone wear blue checked shirt but have hard earned premium degree which dazzle even brighter someone wear dazzling branded premium garment but when you ask about degree ","Negative","Criticism"
355,7.22E+017,"KananRanjit",1.57E+018,"2022-09-04 05:31:18+00:00","@AtmanRanjit @hdraval93 @Kaushikdd In #IndianPolitics
There is nothing new or surprising.
Next 3-4 months it's continuing to happen..
As per as Gujarat is consultant.
Because, #GujaratElections2022

No other intoxication can compare to the intoxication of","en",0,224,"in there is nothing new or surprising next month it continuing to happen a per a gujarat is consultant because no other intoxication can compare to the intoxication of political power in this country ","Negative","Criticism"
386,78830113,"Eagleeye47",1.57E+018,"2022-09-03 08:32:34+00:00","#Feudals rule the roost in India and #Indianpolitics. 
True #democracy still a far cry. 
#Punjab #PoliticsLive
https://t.co/AB97uWRRyo","en",0,7982,"rule the roost in india and true still far cry URL ","Negative","Criticism"
393,1.45E+018,"xikrant",1.57E+018,"2022-09-03 05:24:23+00:00","Dear @IndiaToday 
Your morning post 
I comment some real issue but how your Dalal comes to defend 
As you can see in screenshots @BJP4India #IndianPolitics #BiharPolitics https://t.co/cXiBwODCCZ","en",0,57,"dear your morning post comment some real issue but how your dalal come to defend a you can see in screenshots URL ","Negative","Hate"
395,165641975,"hemirdesai",1.57E+018,"2022-09-03 03:34:32+00:00","The regional party govt can intimate national party leaders n cadre existing in states. They can just stifle life of any person living in state. National party leaders in states where regional parties are in power have to live in fear. The is also the reason
#IndianPolitics https://t.co/o9jphaU1Qw","en",1,9776,"the regional party govt can intimate national party leader cadre existing in state they can just stifle life of any person living in state national party leader in state where regional party are in power have to live in fear the is also the reason URL ","Negative","Criticism"
396,118291893,"arunjeba",1.57E+018,"2022-09-03 03:22:24+00:00","#IndianPolitics

#BJP fake news factory https://t.co/vsdVxSHwym","en",0,3516,"fake news factory URL ","Negative","Criticism"
401,9.69E+017,"champions22y",1.57E+018,"2022-09-02 14:18:38+00:00","The day indian ppl stop following blindly Modi ji, Arvind Kejriwal or any political leader and start asking WWH types questions to self &amp; govt., then the country will grow like that actually need. Nowadays ppl have no gut to ask WWH questions to self or govt. 
#Indianpolitics https://t.co/q7UDJycPmo","en",0,319,"the day indian ppl stop following blindly modi ji arvind kejriwal or any political leader and start asking wwh type question to self amp govt then the country will grow like that actually need nowadays ppl have no gut to ask wwh question to self or govt URL ","Negative","Criticism"
403,88394738,"newsclickin",1.57E+018,"2022-09-02 12:45:00+00:00","There is a rush at the exit door of the Congress for it has little clout and influence to distribute among its leaders. Power at the Centre would have changed it all.

#RahulGandhi #Congress #SoniaGandhi #Opposition #IndianPolitics

https://t.co/IX7WEOZBxv https://t.co/tgg7XQL09F","en",0,58432,"there is rush at the exit door of the congress for it ha little clout and influence to distribute among it leader power at the centre would have changed it all URL URL ","Negative","Criticism"
420,1.33E+018,"EthnicIndian2",1.57E+018,"2022-09-02 01:41:18+00:00","#India,#IndianPolitics,#TamilNadu, Refute this claim ...this is what P.Chidambaram said once ! 

The Siasat Daily: RSS involved in series of bomb blasts in India, claims ex-member.
https://t.co/wqJuPwzXKC

via @GoogleNews","en",0,2,"refute this claim this is what chidambaram said once the siasat daily r involved in series of bomb blast in india claim ex member URL ","Negative","Criticism"
422,1.36E+018,"NeoPanchayatic",1.57E+018,"2022-09-01 19:43:34+00:00","@pr27965995 @Singh_Bhujangi Which #puppet indanparty is going to be led by which #corrupt #puppet #politicians within #Indianpolitics is all decided by the #masters of #India as #subliminalcolony of #British #European #Neocolonial powers. Now they have #E","en",1,1799,"which indanparty is going to be led by which within is all decided by the of a of power now they have in place to make the process more ","Negative","Hate"
423,263685949,"IsSarif",1.57E+018,"2022-09-01 18:37:50+00:00","@ashoswai Yes right, but more than that is the concerning Justice System. Many a times dictatorship or kingdom give better law of land.

In democracy, stupid villain can also sit on the throne and ruin the people.

#IndianPolitics","en",0,83,"yes right but more than that is the concerning justice system many time dictatorship or kingdom give better law of land in democracy stupid villain can also sit on the throne and ruin the people ","Negative","Criticism"
424,541511693,"Aanurag99",1.57E+018,"2022-09-01 17:44:14+00:00","Lal krishna Advaniji on Osho.. 

There was time when Indian politician's were very much against osho's views and his unique understanding but times are changing. 

#osho #meditation #indianpolitics #lalkrishnadvani #indiamylove #advani #oshoquotes https://t.co/DJsNOo5aGb","en",0,9,"lal krishna advaniji on osho there wa time when indian politician were very much against osho view and his unique understanding but time are changing URL ","Negative","Criticism"
435,1.46E+018,"kakadedeepspeak",1.57E+018,"2022-09-01 14:16:06+00:00","After Maharashtra, the way state governments are getting sabotagged by the center in Zharkhand &amp; Delhi, we do not need any astrologer that the dooms day for Indian Democracy is coming to the 'dark' in BJP's this regime only!

#IndianPolitics #Error404 https://t.co/CYiyUW8VVt","en",0,162,"after maharashtra the way state government are getting sabotagged by the center in zharkhand amp delhi we do not need any astrologer that the doom day for indian democracy is coming to the dark in bjp this regime only URL ","Negative","Hate"
436,1.47E+018,"danielleshay618",1.57E+018,"2022-09-01 13:18:00+00:00","Cash money, honey. The market is available to anyone, if you take the time to learn how to use it. Make money while you sleep. 🤑
#history #republicans #modi #coronavirus #indianpolitics #blacklivesmatter #follow #libertarian #art #socialism #joebiden #communism #democracy","en",0,1437,"cash money honey the market is available to anyone if you take the time to learn how to use it make money while you sleep ","Negative","Criticism"
454,2367151981,"prasad_cmv",1.57E+018,"2022-09-01 07:48:07+00:00","@TelanganaCMO @laluprasadrjd @yadavtejashwi @trspartyonline I thought @trspartyonline will bring a change in #indianpolitics but it also represents only those citizens who are selfish even in the  matters related to nation.","en",0,5,"thought will bring change in but it also represents only those citizen who are selfish even in the matter related to nation ","Negative","Criticism"
459,1.55E+018,"pluripotent0",1.57E+018,"2022-09-01 07:07:46+00:00","Kya din aa gye hai . Now the social media handle of national parties are making mems these days instead of making people more aware #indianpolitics #IndiaAt75","en",0,254,"kya din aa gye hai now the social medium handle of national party are making mem these day instead of making people more aware ","Negative","Criticism"
476,1.28E+018,"Raj11662",1.56E+018,"2022-08-31 14:22:54+00:00","Why Hon'ble @NitishKumar  ?

Damaged Economy may recover but how wonderful society ?

Click on this think ! https://t.co/zRHy5WZ4dB....

#BiharPolitics #NitishKumar #Jharkhand #बिहार #EknathShinde #Maharashtra #MamataBanerjee #KCRInBihar #Telangana #Bihar #IndianPolitics https://t.co/vdQpG4VeQF","en",0,24,"why hon ble damaged economy may recover but how wonderful society click on this think URL URL ","Negative","Criticism"
486,1.28E+018,"newstrack_eng",1.56E+018,"2022-08-31 10:29:04+00:00","Manish Tewari wants fair elections for Congress President post, but who is doing partiality? https://t.co/uth46VYM6u https://t.co/hLzDqRfZPp #manishtewari #congress #congresspresident #indianpolitics","en",0,186,"manish tewari want fair election for congress president post but who is doing partiality URL URL ","Negative","Criticism"
494,615310065,"khans5675",1.56E+018,"2022-08-31 05:43:59+00:00","Tweet for the sake of tweet. Fight for the sake of fight what a stupid thought. Lie till death……….
#india #democracy #tweet #indianpolitics #liberty 
@ShashiTharoor","en",0,4,"tweet for the sake of tweet fight for the sake of fight what stupid thought lie till death ","Negative","Criticism"
498,90041776,"RaziaMashkoor",1.56E+018,"2022-08-31 04:02:13+00:00","Assalamalaikum  #Sadhvi #Ritambhara visiting #Atlanta. We protested against her presence.
#america #indianpolitics https://t.co/nKUO4DaUn0","en",0,918,"assalamalaikum visiting we protested against her presence URL ","Negative","Criticism"
500,142194443,"mridulmahanta",1.56E+018,"2022-08-31 01:40:17+00:00","The way political scenario of India is, it seems pimping MLAs could be a lucrative business proposition. #IndianPolitics","en",0,2244,"the way political scenario of india is it seems pimping mlas could be lucrative business proposition ","Negative","Hate"
503,1.15E+018,"sandesh",1.56E+018,"2022-08-30 19:28:52+00:00","भारत-चीन सीमा पर चीनी सैनिकों की एक बार फिर दादागीरी...
On the Indo-China border, once again the high-handed behavior of Chinese soldiers has been...
https://t.co/LHLX93JwSN
#indoChina #IndianPolitics #CongressSandesh #CongressParty
@INCIndia @AICCMedia","en",0,2098,"on the indo china border once again the high handed behavior of chinese soldier ha been URL ","Negative","Criticism"
508,1.54E+018,"pplcallmewang",1.56E+018,"2022-08-30 17:58:43+00:00","@krishanKTRS @KTRTRS The media was blind to see and show these kinds of things to people 
#indianpolitics","en",0,0,"the medium wa blind to see and show these kind of thing to people ","Negative","Criticism"
511,263685949,"IsSarif",1.56E+018,"2022-08-30 15:02:54+00:00","@ShyamMeeraSingh Bilkis case is the prime example to poorly rate a country's justice system. 

Where Justice System transform a land to country and the opposite transform a country to just a piece of land !!
#IndianPolitics","en",0,83,"bilkis case is the prime example to poorly rate country justice system where justice system transform land to country and the opposite transform country to just piece of land ","Negative","Criticism"
513,703089318,"Indepthcomments",1.56E+018,"2022-08-30 14:34:37+00:00","#IndianPolitics Imagine, Nitin Gadkari leading BJP &amp; Shashi Tharoor, leading Congress. Unfortunately, two useless men are leading their party.","en",0,1147,"imagine nitin gadkari leading bjp amp shashi tharoor leading congress unfortunately two useless men are leading their party ","Negative","Hate"
515,1.56E+018,"JournoAsif",1.56E+018,"2022-08-30 13:34:52+00:00","Malayalam Social Media has given a new name to Bhakts – ""The Bulbul Boys""!  
#bhakts #bhaktbanerjee #bhaktology #indianpolitics","en",0,21,"malayalam social medium ha given new name to bhakts the bulbul boy ","Negative","Criticism"
534,1.55E+018,"pluripotent0",1.56E+018,"2022-08-30 05:00:44+00:00","@ArvindKejriwal delhi best health services are provided from jail ? Because your so called health minister is in jail @satyenderjain #IndianPolitics #IndiaAt75 . It can possible in India only","en",0,254,"delhi best health service are provided from jail because your so called health minister is in jail it can possible in india only ","Negative","Hate"
535,165641975,"hemirdesai",1.56E+018,"2022-08-30 03:47:36+00:00","The State govt implement welfare schemes n take credit for them. People do not know the contribution of he center in the welfare schemes implemented by states. The states brand them as their National parties are waging a losing battle
#IndianPolitics","en",1,9776,"the state govt implement welfare scheme take credit for them people do not know the contribution of he center in the welfare scheme implemented by state the state brand them a their national party are waging losing battle ","Negative","Criticism"
536,165641975,"hemirdesai",1.56E+018,"2022-08-30 03:47:35+00:00","while national parties are armed with national subjects such as monetary policy, defense,banking,foreign policy n direct taxes etc, which are not so directly discerned by state citizens. On Contrary national parties would be blamed for all problems of state
#IndianPolitics","en",1,9776,"while national party are armed with national subject such a monetary policy defense banking foreign policy direct tax etc which are not so directly discerned by state citizen on contrary national party would be blamed for all problem of state ","Negative","Criticism"
542,1.39E+018,"fool_do",1.56E+018,"2022-08-29 17:35:10+00:00","@SuryahSG Each party of thugs points to its opposing party/parties of thugs.  Each one claims they are the best, in economics, welfare, development, and much else.  Not one cares about holding itself accountable.  #IndianPolitics","en",0,23,"each party of thug point to it opposing party party of thug each one claim they are the best in economics welfare development and much else not one care about holding itself accountable ","Negative","Criticism"
554,2501971520,"its_Bulbul",1.56E+018,"2022-08-29 11:46:48+00:00","Going off SM and hitting the books again!  India that is Bharat. 
#indianpolitics
@jsaideepak https://t.co/kSiBnksszJ","en",0,7323,"going off sm and hitting the book again india that is bharat URL ","Negative","Criticism"
555,19766409,"mathrubhumieng",1.56E+018,"2022-08-29 11:19:59+00:00","What is Congress' vision of a better society? And how does it intend to take India there? We need to hear that from candidates, says @ShashiTharoor in his column 'I Mean What I Say'. 

Read more: https://t.co/CGzlXEfXvX

#shashitharoor #congress #inc #india #indianpolitics https://t.co/ch7ao8VC6h","en",1,41123,"what is congress vision of better society and how doe it intend to take india there we need to hear that from candidate say in his column mean what say read more URL URL ","Negative","Criticism"
557,1.39E+018,"SmilingBudhaa",1.56E+018,"2022-08-29 10:18:23+00:00","Whenever Indian Politicians cite NYT newspapers article on India to criticize each other or bolster their achievements. It shows how Indian Journalism is being viewed among us.
@ShekharGupta @the_hindu @nytimes
@TOIIndiaNews
#IndianJournalism #NYT #Indianpolitics #Credibility","en",0,13,"whenever indian politician cite nyt newspaper article on india to criticize each other or bolster their achievement it show how indian journalism is being viewed among u ","Negative","Criticism"
561,1.54E+018,"pplcallmewang",1.56E+018,"2022-08-29 09:19:46+00:00","@alindchauhan I was very wondering every time that 
The person who doesn't even know the complete information about cricket is a president 🤣
#indianpolitics","en",0,0,"wa very wondering every time that the person who doesn even know the complete information about cricket is president ","Negative","Criticism"
