,"user_id","username","id","date","Tweet","lang","replyCount","followersCount","category","sub-category",,
15,1.25355E+018,"DeepakS20886577",1.57428E+018,"2022-09-26 05:59:12+00:00","Terrorists' videos were buried to put all the blame on Hindutva, and protect these terrorists. #Islam #islamophobia #HindusUnderAttackInUK #liecester https://t.co/60ceOfnKrZ","en",0,4,,,,
16,3121391952,"the_ansar_",1.57428E+018,"2022-09-26 05:59:01+00:00","Libtards- Hijab is not our culture. 

Le me- LGBTQ is also not our culture. 
#Hijab #DoubleStandard #Islamophobia","en",0,179,,,,
17,4133719033,"maula_ali4",1.57428E+018,"2022-09-26 05:55:17+00:00","@Abdulla_Alamadi #Islamophobia is on peak.","en",0,45,,,,
18,2782594274,"ferithafez",1.57427E+018,"2022-09-26 05:30:00+00:00","@aeasat @CIIB_be @ENAREurope @islamophobiaEIR Denmark, one of the countries that has recently introduced a wave of tools of institutional Islamophobia, has been covered by @Amani_Hassani_ Read the full report for free here: https://t.co/IZjyUk0fFs #Denmar","en",1,5431,,,,
19,9.0651E+017,"_The_Dark_ones_",1.57427E+018,"2022-09-26 05:29:43+00:00","#Islamophobia isn't a real thing
Fear of islam is extremely rational and crucial
burning #hijab is a must
#مهسا_امینی","en",0,115,,,,
20,4621829840,"TheDeldavis",1.57427E+018,"2022-09-26 05:26:18+00:00","@rickygervais Thnx for the laughs Ricky!
Always an in depth perspective to accompany the laugh.

Well I mean depth for someone who can't see through the mirror which surrounds the british isles...

Cheers mate!
#flattery #FlyEaglesFly #bigsad #Islamophobi","en",0,18,,,,
21,7.7651E+017,"imamfulan",1.57425E+018,"2022-09-26 04:02:57+00:00","It’s freedom of speech to disturb an Arbaeen walk and to burn the hijab and Hussaini banners but it’s a hate crime if it was done to any other religion for their symbols or practices

#Islamophobia #shiaphobia","en",0,2071,,,,
22,1.43764E+018,"kh25929884",1.57424E+018,"2022-09-26 03:33:06+00:00","डेमोक्रेसी:
• मुसलमान अगर सरकार का विरोध करेगा तो शरजील इमाम, उमर खालिद, खालिद सैफी बना दिया जाएगा.
• अपने धर्म का प्रचार करेगा तो उमर गौतम, क़लीम सिद्दीकी बना दिया जाएगा.
• पत्रकारिता करेगा तो सिद्दीक़ कप्पन बन जाएगा.
• राजनीति करेगा तो आज़म खान बना दिया जाएगा. #Islamophobia","hi",0,781,,,,
23,27700851,"CWChapter2",1.57424E+018,"2022-09-26 03:27:32+00:00","@VoiceOfFranky Your point might have been made without calling convoy’s occupation a jihad. Here in the west—in large part due to media—there’s widespread ignorance re: Islam"," this feeds stereotypes of all Muslims being linked to terrorism/violenc","en",0,2131,,,
24,1.55621E+018,"RAKESHK18490501",1.57423E+018,"2022-09-26 03:09:38+00:00","@Shahbaz_arshid @vikrantgupta73 Ab eske upar ko tere religions ko aake gali dete to tum log usko #Islamophobia karar doge","hi",0,14,,,,
25,1035507416,"ihslimi",1.57423E+018,"2022-09-26 03:00:22+00:00","A historical day today inToronto w/ the opening of Sayeda Aisha Centre, a beautiful masjid, Imams’ office and a #foodbank The project is dedicated as a tribute to all those who were killed inCanada because of #Islamophobia SpecialThanks to Mayor @JohnTory for being there with us! https://t.co/KwlkjQ7oOM","en",2,4823,,,,
26,1.55865E+018,"Isfahanmusa2",1.57423E+018,"2022-09-26 02:52:21+00:00","With the absence of #Twitter's role against #Islamophobia, a new report shows that the majority of anti-Muslim tweets come from #India, the #US, and the #UK.

@MayadeenEnglish
 https://t.co/gfbjdcYSik","en",1,91,,,,
27,255139039,"kazimtweets",1.57423E+018,"2022-09-26 02:50:37+00:00","#Italy now to see a rapid surge in #Islamophobia and other hate crimes. Earlier #GiorgiaMeloni was a political ""fringe"" who has now become mainstream, something not strange to we #Indians. All the very best to the Italians. https://t.co/qg7WR8OV25","en",0,1842,,,,
28,1.43778E+018,"Aaman01453",1.57421E+018,"2022-09-26 01:47:17+00:00","This propaganda film is going to release,which is fully filled with muslim hatard and islamophobic content,thus boycott this film. 
#islamophobia #antimuslim #boycotthindutvanovie #boycott #indianmuslim #indianmuslimunderattack https://t.co/mfSQELNBUz","en",0,6,,,,
29,1.28422E+018,"A_Auto_Engineer",1.5742E+018,"2022-09-26 01:01:35+00:00","Islamophobic thugs attack &amp; mob a bystander throwing bottles and objects for saying...
 ""Oh my God"".

They then attack police and try to destroy the Van. 

This kind of violent behaviour is certainly premeditated and organised. 

#fake
#protests 
#islamophobie 
#Islamophobia https://t.co/VeiABOEepJ","en",0,3,,,,
30,1.08957E+018,"MuslimahRev",1.5742E+018,"2022-09-26 00:55:26+00:00","It wasn't #antisemitism that was rampant within the Labour Party when Corbyn became leader, it was #Islamophobia.

Who knew 🤬🙄

#ItWasAScam","en",0,289,,,,
31,2196744190,"waqas70N",1.5742E+018,"2022-09-26 00:43:22+00:00","@thiru4baltimore a know rasist as proven by the #Islamophobia case aganist adnan #serial #adnan","en",0,2109,,,,
32,158929169,"tashirao",1.57419E+018,"2022-09-26 00:07:08+00:00","The #imrankhanPTI raised the slogan of #Islam while standing in the #UnitedNations.
And made the world aware of #Islamophobia.
Told the world that bad treatment of #Muslims should be stopped.

#سپریم_لیڈر_عمران_خان
#K_Sh #TPP_PG #BBN 
#ٹیم_البدر #ٹیم_شاہین
@TeamPakPower https://t.co/wCCNMKtXOW","en",2,1025,,,,
33,62825649,"LoveIntegrity9",1.57418E+018,"2022-09-25 23:40:41+00:00","Huge amount of Islamophobia at Stella Creasy's bash a Muslim fest.  

All the videos on that thread show how toxic zionists are. 

#Islamophobia https://t.co/Sa4wnCFC1E","en",0,9361,,,,
34,62825649,"LoveIntegrity9",1.57418E+018,"2022-09-25 23:35:32+00:00","Hi @MayorofLondon here is some full blown #Islamophobia for you to deal with. I believe it's called hate speech. 

You're welcome. 

#racism https://t.co/o4fgejCXYb","en",0,9361,,,,
35,122465006,"BlackBeard20096",1.57417E+018,"2022-09-25 22:45:21+00:00","Hmmmmm
#Islamophobia right @JustinTrudeau  ? https://t.co/6LDPWwVGZf","en",1,2825,,,,
36,1.26803E+018,"JThesma",1.57416E+018,"2022-09-25 22:32:09+00:00","@MJ_007Club #Islamophobia #BanPETA","qme",0,883,,,,
37,8.35416E+017,"aslishahqurbani",1.57416E+018,"2022-09-25 22:07:40+00:00","Check responses to this post if you are googling #GiorgiaMeloni right now. 

#Italy #Italians #FratellidiItalia #Meloni #islamophobia #farright #cosedipazzi https://t.co/NIDm8OTX0z","en",0,896,,,,
38,1.29541E+018,"MayadeenEnglish",1.57416E+018,"2022-09-25 22:00:00+00:00","With the absence of #Twitter's role against #Islamophobia, a new report shows that the majority of anti-Muslim tweets come from #India, the #US, and the #UK. https://t.co/oAroSsD9NX","en",2,16918,,,,
39,1.05799E+018,"KareemSadiq00",1.57416E+018,"2022-09-25 21:59:24+00:00","I definitely hear this &amp; will have more to say about my attempts to build allyship with so called antiracists. 

I’ve been used or ignored across the board, &amp; this includes high profile Black, Brown, &amp; Indigenous “leaders.”

The deep #Islamophobia in Canadian antiracism orgs…. https://t.co/DVu0mjzwKw","en",0,164,,,,
40,1.228E+018,"AnomalyTruth",1.57416E+018,"2022-09-25 21:56:36+00:00","Let’s not forget that the EHRC are yet to investigate any party for #Islamophobia or other forms of #Racism (i.e. Anti-Black, Anti-GRT, Homophobia, Anti-Trans Hate, Xenophobia &amp; White Supremacy In General) https://t.co/VjQR1qf1uO","en",0,333,,,,
41,1.57399E+018,"purple_liight",1.57415E+018,"2022-09-25 21:37:03+00:00","These people of all backgrounds were participating in a march commemorating the #Arbaeen of #Imam_Hussain in #London before they got attacked by violent #iranian rioters. Now tell me,is this really still only about being anti-government?
#islamophobia #ArbaeenUK #Arbaeen2022 https://t.co/Yi7QEdEdOC","en",0,4,,,,
42,355147582,"shabirabasse",1.57415E+018,"2022-09-25 21:33:37+00:00","Despicable #islamophobia https://t.co/xmd3qOERBT","es",0,19,,,,
43,64446975,"convencia",1.57415E+018,"2022-09-25 21:28:21+00:00","#Islamophobia https://t.co/hNGru9eK3O","qht",0,297,,,,
44,20240214,"dianapop",1.57415E+018,"2022-09-25 21:20:08+00:00","🙄🙄 #Islamophobia #BrexitBritain https://t.co/lZkkyS3Kwi","und",0,3540,,,,
45,778702646,"Sara520S",1.57414E+018,"2022-09-25 21:01:17+00:00","@labtowin @gsjosan #Islamophobia","qme",0,1194,,,,
46,15001759,"hydertext",1.57414E+018,"2022-09-25 20:45:21+00:00","@Klaus_Arminius #Islamophobia","qme",0,112,,,,
47,8.67911E+017,"SMHoosayn",1.57414E+018,"2022-09-25 20:43:07+00:00","As per the #Police under #RSS_BJP_Regime the #PFI's offence:

1.Working with #DalitGroups

2.Questioning #PoliceAtrocities 

3.Questioning #Violence

4.Questioning #UAPA 

@UNHumanRights @OIC_OCI @Europarl_EN @AlArabiya @trtworld @nytimes @jakpost 

#MuslimOrgs
#Islamophobia https://t.co/k4oXTt6hO4","en",1,346,,,,
48,1.57262E+018,"Saghi28546823",1.57413E+018,"2022-09-25 20:02:42+00:00","The fact that the Muslims of other countries are cursing us and calling us ""Islamophobes"" is because the Islamic Republic has thems Suger dady. And if I.R.I be Down they has money for go to trip #Islamophobia #MahsaAmini #مهسا_امینی","en",0,6,,,,
49,9.43597E+017,"RUCSRR",1.57413E+018,"2022-09-25 20:00:36+00:00","Listen | ""Soft #Jihad Assignment"" featuring @PascaleHarter #islam #islamophobia #xenophobia Rutgers-Newark Msa CAIR Omar Suleiman Muslim Advocates https://t.co/N9XGUW1bhQ","en",0,3067,,,,
50,741793068,"AbulKalamUK",1.57413E+018,"2022-09-25 19:59:24+00:00","@SadiqKhan @_BusinessLDN Nothing on the #LabourFiles where there's been rampant #Islamophobia against you?","en",0,581,,,,
51,8.67911E+017,"SMHoosayn",1.57413E+018,"2022-09-25 19:58:29+00:00","Lies being peddled by #IndianMedia &amp; personalities affiliated with RSS/BJP against #MuslimOrg @PFIOfficial which has been a victim of #WitchHunt by the #BJPGovt in #India

#HindutvaTrailer
#Islamophobia 
#NeoNazi_RSS
#HinduRashtra

@UNHumanRights @OIC_OCI @Europarl_EN @trtworld https://t.co/G8gdH2aVRN","en",0,346,,,,
52,1.11482E+018,"Majidansariiice",1.57412E+018,"2022-09-25 19:49:00+00:00","#Islamophobia https://t.co/qzUdRuBE4Y","qht",0,45,,,,
53,444231382,"abu_aamilah",1.57412E+018,"2022-09-25 19:48:06+00:00","#Islamophobia #Leicester #India #Hindutva https://t.co/XzgWzBdRr9","qht",0,192,,,,
54,1190998362,"Jill_Azzouzi",1.57412E+018,"2022-09-25 19:45:35+00:00","@JewishNewsUK @Keir_Starmer @UKLabour #Islamophobia EDL terrorists #labourleaks https://t.co/EDAwdmy1iY","ca",0,285,,,,
55,1190998362,"Jill_Azzouzi",1.57412E+018,"2022-09-25 19:45:29+00:00","@Keir_Starmer DO U NOT ROOT OUT EDL TERRORISTS KEEF???. #Islamophobia #labourleaks https://t.co/dxkN1GG8L0","en",0,285,,,,
56,14774706,"riazbhatti",1.57412E+018,"2022-09-25 19:44:54+00:00","@wesstreeting @stellacreasy Have you watched the video Wes? The blatant #islamophobia toward @SadiqKhan","en",1,130,,,,
57,20282557,"ak_uk_83",1.57412E+018,"2022-09-25 19:25:13+00:00","@HSS_UK promoting division, and hate against Muslims?

#RSS #Hindutva #Islamophobia https://t.co/VNOEp3bzT4","en",0,262,,,,
58,1190998362,"Jill_Azzouzi",1.57412E+018,"2022-09-25 19:23:53+00:00","@LabourParty Labour party EDL racists #LabourFiles #labourleaks #Islamophobia stella creasy for one https://t.co/tfIoLyeF4U","en",0,285,,,,
59,1190998362,"Jill_Azzouzi",1.57412E+018,"2022-09-25 19:20:55+00:00","@Keir_Starmer #LabourParty EDL #ISLAMOPHOBIA #labourleaks https://t.co/rGg3PADOVa","und",0,285,,,,
60,1190998362,"Jill_Azzouzi",1.57412E+018,"2022-09-25 19:19:43+00:00","@Keir_Starmer Labour party EDL #Islamophobia #labourleaks https://t.co/FD7y8luFf2","en",0,285,,,,
61,2800338889,"CIIB_be",1.57411E+018,"2022-09-25 19:12:58+00:00","@ferithafez @aeasat @ENAREurope @islamophobiaEIR Thanks for your great job to report #islamophobia in #Belgium and its impact on muslim communities.","en",0,2592,,,,
62,1190998362,"Jill_Azzouzi",1.57411E+018,"2022-09-25 19:04:29+00:00","@Jackiew80333500 @stellacreasy @lukeakehurst #Islamophobia #LabourParty racist EDL https://t.co/8c9l2t3ups","en",1,285,,,,
63,1190998362,"Jill_Azzouzi",1.57411E+018,"2022-09-25 19:03:40+00:00","@stellacreasy YOUR A LIAR STELLAHES RIGHT HERE #LABOURPARTY #ISLAMOPHOBIA https://t.co/pw15JCld45","en",0,285,,,,
64,1.53308E+018,"johnnyjboylan08",1.57411E+018,"2022-09-25 18:59:12+00:00","@stellacreasy #IstandwithAlJazeera

Not taking any legal action against them? Hmmmm.

The cost of losing a civil case looms.

Stella and her partner have been called out for #Islamophobia.","en",0,88,,,,
65,2782594274,"ferithafez",1.57411E+018,"2022-09-25 18:55:01+00:00","The report on Belgium was authored by @aeasat - Download for free here: https://t.co/IZjyUk0fFs #islamophobia #islamophobie #antimuslimracism #racism #belgium https://t.co/pzDvKFHT56","en",2,5431,,,,
66,1.49872E+018,"itshotchpotch",1.57411E+018,"2022-09-25 18:54:08+00:00","If there is #islamophobia , would this happen?

@UN @UNHumanRights https://t.co/XAb29NAeFs","en",0,591,,,,
67,1050392797,"HuseyinAliKosti",1.5741E+018,"2022-09-25 18:31:58+00:00","Hindutva: Global Fascist Ideology https://t.co/EwSD42bvpb

#hindutva #leicester #india #Islamophobia","und",1,581,,,,
68,9.85586E+017,"Mister54010005",1.5741E+018,"2022-09-25 18:25:44+00:00","Die #Entnazifizierung ist kläglich gescheitert. Deutschland hat sehr viele #Nazi-Schläfer.

Welche Aussage hätte @NancyFaeser wohl getroffen, wenn die #Polizei die gleichen Worte zu einer #Jüdin gesagt hätte?

#Muslim 
#Islam
#Islamhass
#islamophobie 
#Islamophobia https://t.co/heEqF2q1uO","de",0,17,,,,
69,1.27761E+018,"party_allah",1.5741E+018,"2022-09-25 18:24:43+00:00","@JournalismPopal infact his aim is to create #islamophobia in #europe so that europeans and muslims knock each other out! 
https://t.co/5rQVbHuXRn","en",1,127,,,,
70,1109652726,"IhsanAlkhatib",1.5741E+018,"2022-09-25 18:05:56+00:00","@CAIRNational in a coma about the ongoing violations of human rights in #Iran? #Islamophobia #MahsaAmini #ايران #مهسا_امینی","en",0,559,,,,
71,7.65219E+017,"rocky_indian7",1.5741E+018,"2022-09-25 17:55:01+00:00","Meanwhile Islamic Jihaadi @KhaledBeydoun - Muslims can my even urinate .., this is #Islamophobia https://t.co/zgjeP0B7we","en",0,994,,,,
72,9.10385E+017,"GutsyVoice",1.57409E+018,"2022-09-25 17:53:10+00:00","#Luton Islamic Centre demands the UK government to proscribe the #Hindutva RSS as a terrorist organisation.

#India #Islamophobia #Leicester https://t.co/XtjWgZPV0I","en",0,10309,,,,
73,600258980,"LisaJWilbur",1.57408E+018,"2022-09-25 16:56:40+00:00","@PTIOfficialUSA It maybe all about #Whitmergate as evident recently with #JoeBiden holding hands with #GretchenWhitmer in #Detriot 
ID by 5.10-11.2020 she is niece of an #Islamophobia #Apartheid #Pakistan hating #SMCounty judge Protected by Everyone since","en",0,18,,,,
74,1.31814E+018,"daakhsaab",1.57408E+018,"2022-09-25 16:50:00+00:00","A few years ago I witnessed the fire and smoke rising on the other side of river naf and 5 years down the line we are still struck there. 

#SaveRohingya @United_ARSA  #Myanmar #bangladesh @UNHumanRights #Amnestyinternational #Genocide #Islamophobia https://t.co/OkRn4i5vkG","en",0,4,,,,
75,377100794,"machbeach",1.57407E+018,"2022-09-25 16:28:22+00:00","@_ekokuntadhi Mau dapat bahan gagal ya ko ? Dah gak laku teroris Ama radikal lebel kaum #Islamophobia https://t.co/qaS84uSjuL","in",0,2853,,,,
76,384213289,"maazkalim",1.57407E+018,"2022-09-25 16:05:58+00:00","@DivaAugusta1 @vic15 [K]#Hasbara does pure anti-Palestinianism with jarfull of #Islāmophōbia literally daily — so I would wager they are being far more magnanimous than they should be.

On the other hand..

If Judeo-supremacist worldview by the 2 of y","en",1,189,,,,
77,1.54559E+018,"wolfofreno2",1.57407E+018,"2022-09-25 15:59:03+00:00","@AOC @cenkuygur #Islamophobia","qme",0,194,,,,
78,1.29164E+018,"NikolaTeslaInc",1.57406E+018,"2022-09-25 15:51:25+00:00","@MJ_007Club @hardikpkamdar This needs to be aggressively pursued, to bring people from Pakistan. Raping non Muslims is considered Jihad. Even under age girls under 10. Today's Pakistan is created by America and it is time to let Pakistan free.
#FreePakist","en",0,967,,,,
79,1.49696E+018,"tankiethetank",1.57406E+018,"2022-09-25 15:36:31+00:00","@stellacreasy @Keir_Starmer what do you have to say?

Bunch of bloody hypocrites. 

@MayorofLondon your colleagues are vile.

#LabourFiles #Antisemitism #Islamophobia https://t.co/NqiAxSseTx","en",0,15,,,,
80,1.058E+018,"MMuffasir",1.57406E+018,"2022-09-25 15:23:55+00:00","@WasimAkramTyagi @FaizanAbul @tavleen_singh मैडम #Islamophobia की मरीज़ है","hi",1,6521,,,,
81,1.50631E+018,"bhole_chaturey",1.57406E+018,"2022-09-25 15:21:28+00:00","@leicspolice Pls name the person you arrested or at least mention his last name so the world knows who are the culprits and always have been the same . Cowards attack and then hide behind the term they and leftist invented #Islamophobia","en",0,13,,,,
82,64446975,"convencia",1.57406E+018,"2022-09-25 15:15:58+00:00","There’s more a problem of #Islamophobia in the #Labour &amp"," #Tory parties than anti-semitism which goes unchallenged and unrecognised. https://t.co/dHuCH1CCMt","en",0,297,,,
83,1.4514E+018,"Alif41969517",1.57405E+018,"2022-09-25 15:10:42+00:00","#shorts #shortvideo #islamophobia_in_india #islamophobia #india #muslim https://t.co/oGJl4auYMJ via @YouTube","qme",0,186,,,,
84,9.49369E+017,"Anthromarmalade",1.57405E+018,"2022-09-25 15:04:47+00:00","@MahyarTousi Awwwww. #islamophobia bundled up so nice and sweet! Nationalism is still the beginning of #racism and the last step to #genocide","en",0,437,,,,
85,2879098856,"Amir_Sherwani",1.57405E+018,"2022-09-25 14:37:41+00:00","Those going gaga over Shiv sena evolution theory shd know that after fact checking it was confirmed that Muslim were chanting slogan for PFI, it was deliberately manipulated and communalised by @ANI to promote hatred, and to build public consensus against PFI . 
#Islamophobia https://t.co/Wx8lo5j5FR","en",1,2391,,,,
86,1.45724E+018,"Better_India_",1.57405E+018,"2022-09-25 14:37:40+00:00","#FactCheck_54 @zoo_bear @AltNews and beloved @free_thinker. Is this #islamophobia ? I mean fear of Islam?
Do this fact check and update the people. https://t.co/DI5hdQVl2u","en",0,53,,,,
87,1.57147E+018,"imkhalidnizami",1.57404E+018,"2022-09-25 14:24:18+00:00","@typicalnawazish Jab insaan ko dar lagta hai na to gate ki hilti awaaz bhi bhootiya awaz lagti hai🤣🤣. #islamophobia","hi",0,23,,,,
88,1.55013E+018,"FoxWolf49389920",1.57404E+018,"2022-09-25 14:19:57+00:00","India: Pictures of two Muslim cattle traffickers shot by police encounter in Fatehpur district of Uttar Pradesh. #Islamophobia
4:41 PM · Sep 25, 2022
·Twitter for iPhone https://t.co/QD4Svg3Tel https://t.co/1ehukhMq6I","en",0,14,,,,
89,1.55601E+018,"Ashiqe5TanPakk",1.57404E+018,"2022-09-25 14:19:12+00:00","First America ( filthy USA ) intervened in Pakistan and IK had to leave the office and now their intervention in Iran, it's appalling to see the muslims sleepin while even shitty AndhBhakts are choosing sides ! 
#islamophobia
#IranProtest
#Iran https://t.co/yu5QfzwT92","en",0,8,,,,
90,1.03574E+018,"JamiatUlama_in",1.57404E+018,"2022-09-25 14:16:55+00:00","In order to #Eliminate_Religious_Hatred &amp; #Islamophobia &amp; to highlight the natural #spirit of #Indianans &amp; #humanity, JUH organized #SadbhavnaSansad accross the country.
We are all united to strengthen peace and unity in the country: The Dharma Gurus unanimously vows the Sankalp https://t.co/1gLiPp4PZn","en",7,175666,,,,
91,8.45039E+017,"Naeem90000",1.57404E+018,"2022-09-25 14:16:52+00:00","@desi_diva1 @Majstar7 Hey Desi diva this is how you spell “controversial “
 “ influential “
#MuhammadForAll #Islamophobia https://t.co/TLoMBuMBeV","en",1,9,,,,
92,1.4953E+018,"azemjan2",1.57404E+018,"2022-09-25 14:15:32+00:00","India: Pictures of two Muslim cattle traffickers shot by police encounter in Fatehpur district of Uttar Pradesh. #Islamophobia 
only killing of innocent muslims , why muslims are silent , this trend will reach to every one https://t.co/a3alksHKge","en",1,618,,,,
93,1.03574E+018,"JamiatUlama_in",1.57404E+018,"2022-09-25 14:08:49+00:00","#इस्लामोफोबिया को भारत की धरती से समाप्त करने और #भारतीयता एवं #मानवता की वास्तविक #भावना को #उजागर करने के लिए  के लिए जमीयत उलेमा-ए-हिंद के तत्वाधान में दिल्ली सहित देशभर में ’सद्भावना संसद’ का आयोजन किया गया
#Islamophobia 
#jamiat4humanity 
@mahmoodAmadani https://t.co/x3VestdeFy","hi",26,175666,,,,
94,1.51186E+018,"X0SR0W",1.57404E+018,"2022-09-25 14:07:37+00:00","@HistoryInPics If you live under a islamic regime ( and not watching it from you western comfort), you know that #Islamophobia is as strange of a word as as #fascismophobia","en",0,77,,,,
95,9.03224E+017,"AdnanHussainuk",1.57404E+018,"2022-09-25 14:03:05+00:00","#Clear smear campaign to blame #UKMuslims for this attack. #islamophobia playing a large part of this. How can one be so blind sided by blame the #Muslims for this attack? There is clear evidence that the #RSS is a concern and should be brought to #Justice. Playing the narrative","en",1,152,,,,
96,3052594327,"MuslimDiasporas",1.57404E+018,"2022-09-25 13:59:57+00:00","“Ex lord mayor says ' #Leicester violence fuelled by Hindutva, influence’”- #HinduSupremacy #RSS #Fascism #Islamophobia https://t.co/9CmWxlcp8V","en",0,835,,,,
97,1.47733E+018,"ErwinAuli4",1.57403E+018,"2022-09-25 13:46:15+00:00","@nekrotizedd @andhika_bayu @Lyana082 @loghypothesis @SoundOfYogi Gw lagi naikin akal sehat kalian, bukan citra islam.

Paham ga sampe sini ?

#Islamophobia","in",1,7,,,,
98,169949875,"BHPanimalwatch",1.57403E+018,"2022-09-25 13:33:44+00:00","@cynstar999 @philnurenberg If the Satanic Verses had been based on the Jewish Midrash instead of the Muslim Quran you would have condemned Rushdie as an #Antisemite. Why justify an advocate of #Islamophobia?","en",0,9547,,,,
99,29153853,"JatlandBong",1.57403E+018,"2022-09-25 13:28:19+00:00","@mehdirhasan @hasanminhaj @IlhanMN 
#Islamophobia or #fear 
https://t.co/S47HZuisb2","und",0,765,,,,
100,3403978396,"KamranMatin",1.57402E+018,"2022-09-25 13:11:28+00:00","I empathise with Western leftists who preface every condemnation of women's brutal oppression in #Iran with a warning against #Islamophobia. But why, one wonders, condemnations of class-oppression don't require warnings against #Stalinism. 

#MahsaAmini 
#IranProtests2022 https://t.co/5znoddgSZF","en",2,10210,,,,
101,378087259,"Hemchandra4",1.57402E+018,"2022-09-25 13:10:56+00:00","#Islamophobia 
#worldunderattack https://t.co/1668WGYExQ","qht",2,75,,,,
102,255456403,"saharazizlaw",1.57402E+018,"2022-09-25 13:05:40+00:00","The tragic wrongful conviction of #AdnanSyed is an example of how systemic #Islamophobia harms #Muslims of their liberty, rights and dignity.  The #RacialMuslim explains why and how. ⁦@rabiasquared⁩ ⁦@DeanObeidallah⁩ ⁦⁦@WajahatAli⁩  https://t.co/39W2HOkiMy","en",1,9597,,,,
103,8.19957E+017,"yours__ksa",1.57402E+018,"2022-09-25 13:01:01+00:00","@JoramvKlaveren is Gem, deserves more attention from the internet and Muslims around the world.
But, just because he is mild mannered and doesn't talk nonsense, dumb muslims listen to stupids like Andrew Tate.
#Islam #Islamophobia https://t.co/JMc4CJy5x1","en",2,303,,,,
